Season_End_Year,Squad,Comp,Player,Nation,Pos,Age,Born,Mins_Per_90,GA_Goals,PKA_Goals,FK_Goals,CK_Goals,OG_Goals,PSxG_Expected,PSxG_per_SoT_Expected,PSxG+_per__minus__Expected,_per_90_Expected,Cmp_Launched,Att_Launched,Cmp_percent_Launched,Att_Passes,Thr_Passes,Launch_percent_Passes,AvgLen_Passes,Att_Goal,Launch_percent_Goal,AvgLen_Goal,Opp_Crosses,Stp_Crosses,Stp_percent_Crosses,#OPA_Sweeper,#OPA_per_90_Sweeper,AvgDist_Sweeper,Url
2020,Eint Frankfurt,Bundesliga,Felix Wiedwald,GER,GK,29,1990,3,8,0,0,2,0,6.7,0.32,-1.3,-0.43,26,52,50,79,14,49.4,38,24,54.2,41.8,28,2,7.1,3,1,16.1,https://fbref.com/en/players/e2d34771/Felix-Wiedwald
2020,Espanyol,La Liga,Diego López,ESP,GK,37,1981,35.9,58,6,0,6,2,50.5,0.3,-5.5,-0.15,225,691,32.6,839,118,57.1,45.2,303,70,51.9,302,26,8.6,31,0.86,14.6,https://fbref.com/en/players/73683fa9/Diego-Lopez
2020,Espanyol,La Liga,Oier Olazábal,ESP,GK,29,1989,2,0,0,0,0,0,0.4,0.1,0.4,0.2,9,20,45,50,15,26,31.9,12,58.3,44.2,13,1,7.7,0,0,13.2,https://fbref.com/en/players/b5bdf144/Oier-Olazabal
2020,Everton,Premier League,Jordan Pickford,ENG,GK,25,1994,38,56,3,3,6,3,48.7,0.32,-4.3,-0.11,313,784,39.9,1100,179,55.6,45.8,273,63,53.4,315,25,7.9,23,0.61,14.6,https://fbref.com/en/players/4806ec67/Jordan-Pickford
2020,Fiorentina,Serie A,Federico Brancolini,ITA,GK,18,2001,0.1,0,0,0,0,0,0,NA,0,0,1,1,100,2,0,0,27.5,1,100,67,0,0,NA,0,0,21,https://fbref.com/en/players/d4890c25/Federico-Brancolini
2020,Fiorentina,Serie A,Bartłomiej Drągowski,POL,GK,21,1997,31,43,6,2,6,0,43.1,0.29,0.1,0,138,380,36.3,682,195,39.9,37,222,48.6,42.1,287,19,6.6,14,0.45,12.6,https://fbref.com/en/players/085e71a7/Bartlomiej-Dragowski
2020,Fiorentina,Serie A,Pietro Terracciano,ITA,GK,29,1990,6.9,5,3,0,0,0,6.2,0.19,1.2,0.17,27,91,29.7,151,36,45,39,59,39,35.9,86,6,7,5,0.72,13.2,https://fbref.com/en/players/e1b0a70d/Pietro-Terracciano
2020,Freiburg,Bundesliga,Mark Flekken,NED,GK,26,1993,10,14,0,0,1,0,16.4,0.23,2.4,0.24,82,206,39.8,324,41,43.8,40.1,111,57.7,51.5,93,3,3.2,2,0.2,12.5,https://fbref.com/en/players/a92ab7be/Mark-Flekken
2020,Freiburg,Bundesliga,Alexander Schwolow,GER,GK,27,1992,23.2,32,3,0,5,0,31.3,0.26,-0.7,-0.03,179,477,37.5,730,115,40.5,38,249,72.7,58.3,213,14,6.6,10,0.43,12.9,https://fbref.com/en/players/0d55d942/Alexander-Schwolow
2020,Freiburg,Bundesliga,Niclas Thiede,GER,GK,20,1999,0.8,1,0,0,0,0,1,0.24,0,-0.04,1,9,11.1,34,11,26.5,32.1,7,0,20.4,8,1,12.5,1,1.3,14.9,https://fbref.com/en/players/cac55e10/Niclas-Thiede
