Season_End_Year,Squad,Comp,Player,Nation,Pos,Age,Born,Mins_Per_90,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won_Aerial,Lost_Aerial,Won_percent_Aerial,Url
2021,Bayern Munich,Bundesliga,Christopher Scott,GER,FW,18,2002,0.4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,https://fbref.com/en/players/2723ce5d/Christopher-Scott
2021,Bayern Munich,Bundesliga,Josip Stanišić,CRO,DF,20,2000,1,0,0,0,1,0,0,0,1,1,0,0,0,12,5,3,62.5,https://fbref.com/en/players/7ed08d5c/Josip-Stanisic
2021,Bayern Munich,Bundesliga,Niklas Süle,GER,DF,24,1995,16.7,1,0,0,9,5,0,8,21,18,0,0,0,179,33,24,57.9,https://fbref.com/en/players/e33c06cf/Niklas-Sule
2021,Bayern Munich,Bundesliga,Corentin Tolisso,FRA,MF,25,1994,8.7,1,1,0,15,15,2,6,3,12,0,0,0,87,16,12,57.1,https://fbref.com/en/players/652d4c37/Corentin-Tolisso
2021,Bayern Munich,Bundesliga,Joshua Zirkzee,NED,FW,19,2001,1,0,0,0,2,1,1,0,0,0,0,0,0,6,2,3,40,https://fbref.com/en/players/028e70b9/Joshua-Zirkzee
2021,Dortmund,Bundesliga,Manuel Akanji,SUI,DF,25,1995,26.1,4,0,0,24,17,0,0,38,30,1,1,0,242,52,38,57.8,https://fbref.com/en/players/89ac64a6/Manuel-Akanji
2021,Dortmund,Bundesliga,Jude Bellingham,ENG,MF,17,2003,18.9,6,1,1,45,61,1,21,21,37,0,1,0,168,28,25,52.8,https://fbref.com/en/players/57d88cf9/Jude-Bellingham
2021,Dortmund,Bundesliga,Julian Brandt,GER,"FW,MF",24,1996,16.6,0,0,0,7,17,2,25,14,17,0,0,0,128,6,26,18.8,https://fbref.com/en/players/a167537f/Julian-Brandt
2021,Dortmund,Bundesliga,Roman Bürki,SUI,GK,29,1990,18.5,0,0,0,0,3,0,0,0,0,0,0,0,78,0,1,0,https://fbref.com/en/players/9d12e142/Roman-Burki
2021,Dortmund,Bundesliga,Emre Can,GER,"DF,MF",26,1994,23.7,5,0,0,36,22,1,12,40,42,0,2,0,261,51,20,71.8,https://fbref.com/en/players/a65ce836/Emre-Can
2021,Dortmund,Bundesliga,Mahmoud Dahoud,GER,MF,24,1996,14,2,0,0,29,19,0,7,21,24,0,1,0,170,14,12,53.8,https://fbref.com/en/players/db4ed67b/Mahmoud-Dahoud
2021,Dortmund,Bundesliga,Thomas Delaney,DEN,MF,28,1991,14.3,6,0,0,41,30,1,9,24,37,0,0,0,160,30,14,68.2,https://fbref.com/en/players/fe641c1a/Thomas-Delaney
2021,Dortmund,Bundesliga,Raphaël Guerreiro,POR,DF,26,1993,24.6,1,0,0,15,15,2,45,33,20,0,0,0,228,10,16,38.5,https://fbref.com/en/players/048a1cbc/Raphael-Guerreiro
2021,Dortmund,Bundesliga,Erling Haaland,NOR,FW,20,2000,26.7,2,0,0,24,29,15,13,5,6,0,0,0,96,37,40,48.1,https://fbref.com/en/players/1f44ac21/Erling-Haaland
2021,Dortmund,Bundesliga,Thorgan Hazard,BEL,"FW,MF",27,1993,7.3,0,0,0,9,9,6,12,10,5,0,1,0,58,2,13,13.3,https://fbref.com/en/players/50871bcc/Thorgan-Hazard
2021,Dortmund,Bundesliga,Marwin Hitz,SUI,GK,32,1987,15.5,1,0,0,0,2,0,0,0,0,0,0,0,69,0,0,NA,https://fbref.com/en/players/2e7ff968/Marwin-Hitz
2021,Dortmund,Bundesliga,Mats Hummels,GER,DF,31,1988,31.3,6,0,0,29,18,7,2,68,40,0,0,0,413,132,45,74.6,https://fbref.com/en/players/05d548d8/Mats-Hummels
2021,Dortmund,Bundesliga,Ansgar Knauff,GER,"FW,MF",18,2002,0.8,0,0,0,3,2,0,6,1,0,0,0,0,4,1,1,50,https://fbref.com/en/players/19a967ab/Ansgar-Knauff
2021,Dortmund,Bundesliga,Thomas Meunier,BEL,DF,28,1991,16.4,3,0,0,16,4,3,49,16,26,1,0,0,152,21,17,55.3,https://fbref.com/en/players/e162b013/Thomas-Meunier
2021,Dortmund,Bundesliga,Mateu Morey,ESP,DF,20,2000,9.2,1,0,0,14,8,1,22,17,7,0,0,0,73,5,5,50,https://fbref.com/en/players/5fd5e542/Mateu-Morey
2021,Dortmund,Bundesliga,Youssoufa Moukoko,GER,"FW,MF",15,2004,4.7,0,0,0,10,8,4,3,0,2,0,0,0,23,2,5,28.6,https://fbref.com/en/players/6ce43701/Youssoufa-Moukoko
2021,Dortmund,Bundesliga,Felix Passlack,GER,DF,22,1998,4,0,0,0,4,7,1,7,4,8,0,0,0,41,0,6,0,https://fbref.com/en/players/5c899683/Felix-Passlack
2021,Dortmund,Bundesliga,Łukasz Piszczek,POL,DF,35,1985,5.1,0,0,0,1,3,0,6,9,10,0,0,0,36,7,6,53.8,https://fbref.com/en/players/fe2db476/Lukasz-Piszczek
2021,Dortmund,Bundesliga,Reinier,BRA,"MF,FW",18,2002,2.9,0,0,0,3,5,1,2,3,8,0,0,0,18,4,4,50,https://fbref.com/en/players/6b21b7b5/Reinier
2021,Dortmund,Bundesliga,Marco Reus,GER,"MF,FW",31,1989,25.3,1,0,0,31,39,10,56,10,30,3,0,0,150,14,29,32.6,https://fbref.com/en/players/36a3ff67/Marco-Reus
2021,Dortmund,Bundesliga,Gio Reyna,USA,"FW,MF",17,2002,22,1,0,0,27,62,4,33,15,23,1,0,0,131,23,49,31.9,https://fbref.com/en/players/7fa4e703/Gio-Reyna
2021,Dortmund,Bundesliga,Jadon Sancho,ENG,"FW,MF",20,2000,22.9,0,0,0,2,26,9,52,14,11,0,0,0,154,5,22,18.5,https://fbref.com/en/players/dbf053da/Jadon-Sancho
2021,Dortmund,Bundesliga,Nico Schulz,GER,DF,27,1993,6.8,1,0,0,8,6,0,16,14,9,0,0,1,60,6,5,54.5,https://fbref.com/en/players/fa274d97/Nico-Schulz
2021,Dortmund,Bundesliga,Steffen Tigges,GER,"FW,DF",22,1998,0.6,0,0,0,4,0,0,1,0,3,0,0,0,6,6,2,75,https://fbref.com/en/players/6b8887c2/Steffen-Tigges
2021,Dortmund,Bundesliga,Axel Witsel,BEL,MF,31,1989,12.6,4,0,0,21,22,0,1,15,15,0,0,0,149,20,5,80,https://fbref.com/en/players/5dfc6ad5/Axel-Witsel
2021,Dortmund,Bundesliga,Dan-Axel Zagadou,FRA,DF,21,1999,3.1,0,0,0,0,1,0,0,9,1,0,0,0,41,10,3,76.9,https://fbref.com/en/players/a4effc55/Dan-Axel-Zagadou
2021,Eint Frankfurt,Bundesliga,David Abraham,ARG,DF,34,1986,13.6,5,1,1,9,6,1,8,15,13,0,0,0,176,39,26,60,https://fbref.com/en/players/565bf0da/David-Abraham
2021,Eint Frankfurt,Bundesliga,Ragnar Ache,GER,"FW,DF",22,1998,1.1,1,0,0,5,1,1,0,0,0,0,0,0,7,13,4,76.5,https://fbref.com/en/players/dc38e3bc/Ragnar-Ache
2021,Eint Frankfurt,Bundesliga,Aymen Barkok,MAR,"MF,FW",22,1998,10.9,5,0,0,26,7,1,17,14,18,0,1,0,93,16,26,38.1,https://fbref.com/en/players/a2a85828/Aymen-Barkok
2021,Eint Frankfurt,Bundesliga,Elias Bördner,GER,GK,18,2002,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,NA,https://fbref.com/en/players/8758ddf4/Elias-Bordner
2021,Eint Frankfurt,Bundesliga,Timothy Chandler,USA,DF,30,1990,4.8,2,0,0,6,1,4,19,2,1,0,0,0,35,9,6,60,https://fbref.com/en/players/b3b7f5a6/Timothy-Chandler
2021,Eint Frankfurt,Bundesliga,Danny da Costa,GER,DF,27,1993,1.2,0,0,0,2,0,0,3,0,2,0,0,0,10,1,2,33.3,https://fbref.com/en/players/5ddb8f9f/Danny-da-Costa
2021,Eint Frankfurt,Bundesliga,Bas Dost,NED,FW,31,1989,9.1,3,0,0,17,9,3,4,2,4,0,0,0,34,70,32,68.6,https://fbref.com/en/players/dc90cfbe/Bas-Dost
2021,Eint Frankfurt,Bundesliga,Erik Durm,GER,DF,28,1992,16.4,1,0,0,11,14,1,38,23,16,0,0,0,130,22,23,48.9,https://fbref.com/en/players/cf623c78/Erik-Durm
2021,Eint Frankfurt,Bundesliga,Makoto Hasebe,JPN,"DF,MF",36,1984,25.4,5,0,0,24,34,0,4,33,39,0,0,0,309,41,34,54.7,https://fbref.com/en/players/9ab16552/Makoto-Hasebe
2021,Eint Frankfurt,Bundesliga,Martin Hinteregger,AUT,DF,27,1992,28.1,4,0,0,40,38,0,6,36,43,2,1,1,392,136,45,75.1,https://fbref.com/en/players/080440a4/Martin-Hinteregger
2021,Eint Frankfurt,Bundesliga,Ajdin Hrustic,AUS,"MF,FW",24,1996,3,2,0,0,8,5,0,9,3,5,0,0,0,33,2,3,40,https://fbref.com/en/players/1f2d714c/Ajdin-Hrustic
2021,Eint Frankfurt,Bundesliga,Stefan Ilsanker,AUT,"MF,DF",31,1989,17.5,4,0,0,34,14,1,3,24,28,0,1,0,235,38,28,57.6,https://fbref.com/en/players/8494acc4/Stefan-Ilsanker
2021,Eint Frankfurt,Bundesliga,Luka Jović,SRB,"FW,MF",22,1997,9.9,2,0,0,13,8,3,5,1,4,0,0,0,34,30,47,39,https://fbref.com/en/players/4d8cd038/Luka-Jovic
2021,Eint Frankfurt,Bundesliga,Daichi Kamada,JPN,"MF,FW",23,1996,26.2,3,0,0,47,33,7,42,26,29,1,0,0,186,26,35,42.6,https://fbref.com/en/players/15b287da/Daichi-Kamada
2021,Eint Frankfurt,Bundesliga,Dominik Kohr,GER,"MF,FW",26,1994,2.9,1,0,0,10,4,0,4,5,11,0,0,0,39,6,7,46.2,https://fbref.com/en/players/0fbecd11/Dominik-Kohr
2021,Eint Frankfurt,Bundesliga,Filip Kostić,SRB,DF,27,1992,28.2,4,0,0,22,25,4,221,31,34,0,0,0,236,20,22,47.6,https://fbref.com/en/players/b1cd37e6/Filip-Kostic
2021,Eint Frankfurt,Bundesliga,Obite N'Dicka,FRA,DF,20,1999,22.7,10,0,0,35,31,0,11,47,21,0,0,0,257,74,32,69.8,https://fbref.com/en/players/441197b8/Obite-NDicka
2021,Eint Frankfurt,Bundesliga,Sebastian Rode,GER,MF,29,1990,18.1,10,0,0,37,23,0,8,43,30,0,0,0,210,26,21,55.3,https://fbref.com/en/players/e12b0b5b/Sebastian-Rode
2021,Eint Frankfurt,Bundesliga,André Silva,POR,FW,24,1995,30.7,1,0,0,24,40,29,18,4,4,3,0,0,137,79,125,38.7,https://fbref.com/en/players/3effaa34/Andre-Silva
2021,Eint Frankfurt,Bundesliga,Djibril Sow,SUI,MF,23,1997,24.2,6,0,0,51,47,2,4,55,45,0,0,0,258,25,25,50,https://fbref.com/en/players/4c6facae/Djibril-Sow
2021,Eint Frankfurt,Bundesliga,Almamy Touré,MLI,DF,24,1996,7.8,2,0,0,17,2,6,35,11,13,0,1,0,63,19,19,50,https://fbref.com/en/players/c8c60119/Almamy-Toure
2021,Eint Frankfurt,Bundesliga,Kevin Trapp,GER,GK,30,1990,33,0,0,0,0,2,0,0,1,0,0,0,0,179,0,0,NA,https://fbref.com/en/players/ce17b5eb/Kevin-Trapp
2021,Eint Frankfurt,Bundesliga,Tuta,BRA,DF,21,1999,16.2,5,0,0,32,15,0,4,31,14,0,2,1,206,41,32,56.2,https://fbref.com/en/players/35d64857/Tuta
2021,Eint Frankfurt,Bundesliga,Amin Younes,GER,"MF,FW",26,1993,15.5,5,0,0,43,29,6,29,17,19,0,0,0,94,1,21,4.5,https://fbref.com/en/players/228f73ae/Amin-Younes
2021,Eint Frankfurt,Bundesliga,Steven Zuber,SUI,"DF,MF",28,1991,6.5,1,0,0,14,13,1,18,2,15,0,0,0,65,1,10,9.1,https://fbref.com/en/players/b6a6e0a7/Steven-Zuber
2021,Freiburg,Bundesliga,Amir Abrashi,ALB,"MF,DF",30,1990,0.7,0,0,0,4,0,0,0,2,1,0,0,0,6,1,2,33.3,https://fbref.com/en/players/1c08a3c8/Amir-Abrashi
2021,Freiburg,Bundesliga,Nishan Burkart,SUI,MF,20,2000,0.2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,100,https://fbref.com/en/players/c59b67ed/Nishan-Burkart
2021,Freiburg,Bundesliga,Kwon Chang-hoon,KOR,"MF,FW",26,1994,2.4,2,0,0,4,8,1,4,5,2,0,0,0,12,5,5,50,https://fbref.com/en/players/7961f7aa/Kwon-Chang-hoon
2021,Freiburg,Bundesliga,Ermedin Demirović,BIH,FW,22,1998,16.6,7,0,0,51,21,10,11,5,13,1,0,0,68,45,96,31.9,https://fbref.com/en/players/ed79b7d3/Ermedin-Demirovic
2021,Freiburg,Bundesliga,Mark Flekken,NED,GK,27,1993,3,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,NA,https://fbref.com/en/players/a92ab7be/Mark-Flekken
2021,Freiburg,Bundesliga,Vincenzo Grifo,ITA,"MF,FW",27,1993,25.7,2,0,0,14,18,2,62,26,12,0,0,0,165,12,20,37.5,https://fbref.com/en/players/54e4866f/Vincenzo-Grifo
2021,Freiburg,Bundesliga,Manuel Gulde,GER,DF,29,1991,21.7,3,0,0,23,18,2,3,30,11,0,0,0,187,58,42,58,https://fbref.com/en/players/25ab9c9c/Manuel-Gulde
2021,Freiburg,Bundesliga,Christian Günter,GER,DF,27,1993,34,2,0,0,32,22,2,125,30,26,0,0,0,187,20,18,52.6,https://fbref.com/en/players/8593f88c/Christian-Gunter
2021,Freiburg,Bundesliga,Janik Haberer,GER,"MF,FW",26,1994,5.4,0,0,0,19,7,1,5,4,7,0,2,0,68,8,24,25,https://fbref.com/en/players/70dcf94d/Janik-Haberer
2021,Freiburg,Bundesliga,Dominique Heintz,GER,DF,26,1993,15.2,3,0,0,17,4,0,6,21,16,0,0,0,148,27,16,62.8,https://fbref.com/en/players/699fb8db/Dominique-Heintz
2021,Freiburg,Bundesliga,Nicolas Höfler,GER,MF,30,1990,30.3,11,0,0,73,42,0,11,53,44,1,2,0,353,72,45,61.5,https://fbref.com/en/players/5d8e331f/Nicolas-Hofler
2021,Freiburg,Bundesliga,Lucas Höler,GER,"FW,MF",26,1994,23.2,5,0,0,38,82,14,25,15,18,1,0,0,144,83,84,49.7,https://fbref.com/en/players/ca618d23/Lucas-Holer
2021,Freiburg,Bundesliga,Yannik Keitel,GER,MF,20,2000,5.5,1,0,0,12,7,0,0,10,8,0,0,0,65,18,6,75,https://fbref.com/en/players/d2c580ce/Yannik-Keitel
2021,Freiburg,Bundesliga,Lukas Kübler,GER,DF,27,1992,9.8,2,0,0,19,12,1,18,17,13,0,2,0,94,24,11,68.6,https://fbref.com/en/players/2a29eb9b/Lukas-Kubler
2021,Freiburg,Bundesliga,Philipp Lienhart,AUT,DF,24,1996,33.3,4,0,0,17,37,3,1,44,15,0,0,0,292,68,48,58.6,https://fbref.com/en/players/302527b2/Philipp-Lienhart
2021,Freiburg,Bundesliga,Florian Müller,GER,GK,22,1997,31,0,0,0,0,1,0,0,1,0,0,0,0,170,0,0,NA,https://fbref.com/en/players/cbac6ec9/Florian-Muller
2021,Freiburg,Bundesliga,Nils Petersen,GER,FW,31,1988,14.5,0,0,0,16,7,6,3,3,10,0,0,0,51,41,96,29.9,https://fbref.com/en/players/f93e6e94/Nils-Petersen
2021,Freiburg,Bundesliga,Roland Sallai,HUN,"MF,FW",23,1997,18.5,5,0,0,51,55,12,42,10,13,2,0,0,99,38,57,40,https://fbref.com/en/players/bf075f6b/Roland-Sallai
2021,Freiburg,Bundesliga,Baptiste Santamaria,FRA,MF,25,1995,24.5,5,0,0,38,35,2,26,49,42,0,0,1,282,56,39,58.9,https://fbref.com/en/players/5e22e2a4/Baptiste-Santamaria
2021,Freiburg,Bundesliga,Keven Schlotterbeck,GER,DF,23,1997,18.4,3,0,0,25,24,0,1,29,12,0,0,1,173,58,37,61.1,https://fbref.com/en/players/f6bdc830/Keven-Schlotterbeck
2021,Freiburg,Bundesliga,Jonathan Schmid,FRA,"DF,MF",30,1990,26.6,4,0,0,21,21,0,84,22,27,0,0,0,231,22,25,46.8,https://fbref.com/en/players/088ca1bd/Jonathan-Schmid
2021,Freiburg,Bundesliga,Lino Tempelmann,GER,"MF,DF",21,1999,3,2,0,0,5,7,0,3,0,3,0,0,0,50,9,6,60,https://fbref.com/en/players/4e3a947f/Lino-Tempelmann
2021,Freiburg,Bundesliga,Guus Til,NED,FW,22,1997,1.4,1,0,0,4,1,1,1,1,1,0,0,0,6,2,4,33.3,https://fbref.com/en/players/6e44569a/Guus-Til
2021,Freiburg,Bundesliga,Jeong Woo-yeong,KOR,"FW,MF",20,1999,9.1,0,0,0,14,12,1,13,10,4,0,0,0,63,11,18,37.9,https://fbref.com/en/players/6190474d/Jeong-Woo-yeong
2021,Hertha BSC,Bundesliga,Omar Alderete,PAR,DF,23,1996,14.4,2,0,0,27,6,0,2,14,13,0,0,0,132,35,27,56.5,https://fbref.com/en/players/bb08bce9/Omar-Alderete
2021,Hertha BSC,Bundesliga,Santiago Ascacíbar,ARG,MF,23,1997,8.5,2,0,0,13,5,0,3,11,16,0,0,0,96,11,13,45.8,https://fbref.com/en/players/e26fcca3/Santiago-Ascacibar
2021,Hertha BSC,Bundesliga,Dedryck Boyata,BEL,DF,29,1990,17.2,3,0,0,8,4,0,1,17,8,0,1,0,156,37,25,59.7,https://fbref.com/en/players/7c473e12/Dedryck-Boyata
2021,Hertha BSC,Bundesliga,Jhon Córdoba,COL,FW,27,1993,17.1,3,0,0,40,51,16,10,9,4,2,1,0,62,38,69,35.5,https://fbref.com/en/players/9f381d8b/Jhon-Cordoba
2021,Hertha BSC,Bundesliga,Matheus Cunha,BRA,"FW,MF",21,1999,23.9,9,0,0,50,82,5,58,35,30,1,1,0,185,15,28,34.9,https://fbref.com/en/players/dc62b55d/Matheus-Cunha
2021,Hertha BSC,Bundesliga,Márton Dárdai,GER,"DF,MF",18,2002,9.1,0,0,0,12,4,0,8,15,11,0,0,0,64,12,14,46.2,https://fbref.com/en/players/41bff4fa/Marton-Dardai
2021,Hertha BSC,Bundesliga,Vladimír Darida,CZE,MF,29,1990,21.1,5,1,0,34,30,2,45,32,24,0,0,0,206,21,32,39.6,https://fbref.com/en/players/3eb0f2df/Vladimir-Darida
2021,Hertha BSC,Bundesliga,Javairô Dilrosun,NED,"FW,MF",22,1998,5.9,0,0,0,8,10,1,9,6,5,0,0,0,30,1,7,12.5,https://fbref.com/en/players/34a0f5ff/Javairo-Dilrosun
2021,Hertha BSC,Bundesliga,Mattéo Guendouzi,FRA,MF,21,1999,20.2,5,0,0,26,55,0,6,22,24,2,0,0,187,19,22,46.3,https://fbref.com/en/players/5ea8ef20/Matteo-Guendouzi
2021,Hertha BSC,Bundesliga,Rune Jarstein,NOR,GK,35,1984,8,0,0,0,1,1,0,0,0,0,0,1,0,39,0,0,NA,https://fbref.com/en/players/27d2618c/Rune-Jarstein
2021,Hertha BSC,Bundesliga,Sami Khedira,GER,MF,33,1987,4.4,1,0,0,8,4,0,2,10,8,0,0,0,41,7,4,63.6,https://fbref.com/en/players/38ac43d3/Sami-Khedira
2021,Hertha BSC,Bundesliga,Lukas Klünter,GER,DF,24,1996,11,0,0,0,5,12,0,9,13,7,0,0,1,102,9,12,42.9,https://fbref.com/en/players/92948149/Lukas-Klunter
2021,Hertha BSC,Bundesliga,Mathew Leckie,AUS,"FW,DF",29,1991,5.6,0,0,0,9,6,2,6,11,9,0,0,0,49,18,21,46.2,https://fbref.com/en/players/b93b7882/Mathew-Leckie
2021,Hertha BSC,Bundesliga,Eduard Löwen,GER,"MF,DF",23,1997,0.9,0,0,0,2,0,0,3,1,4,0,0,0,16,0,1,0,https://fbref.com/en/players/70678132/Eduard-Lowen
2021,Hertha BSC,Bundesliga,Dodi Lukebakio,BEL,"FW,MF",22,1997,20.6,4,1,1,34,33,20,26,10,14,0,0,0,109,27,33,45,https://fbref.com/en/players/0c61c77c/Dodi-Lukebakio
2021,Hertha BSC,Bundesliga,Arne Maier,GER,MF,21,1999,0.3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,https://fbref.com/en/players/ab700320/Arne-Maier
2021,Hertha BSC,Bundesliga,Jonas Michel Dirkner,GER,MF,18,2002,0.2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,NA,https://fbref.com/en/players/d699d8ef/Jonas-Michel-Dirkner
2021,Hertha BSC,Bundesliga,Jonas Michelbrink,GER,MF,19,2001,0.4,1,0,0,0,2,0,0,0,0,0,0,0,4,1,0,100,https://fbref.com/en/players/f95d2f9d/Jonas-Michelbrink
2021,Hertha BSC,Bundesliga,Maximilian Mittelstädt,GER,DF,23,1997,20,3,0,0,25,23,1,49,52,36,0,2,0,212,23,20,53.5,https://fbref.com/en/players/88d4144a/Maximilian-Mittelstadt
2021,Hertha BSC,Bundesliga,Luca Netz,GER,"DF,MF",17,2003,3.4,0,0,0,0,2,0,10,2,7,0,0,0,30,5,4,55.6,https://fbref.com/en/players/e79269bd/Luca-Netz
2021,Hertha BSC,Bundesliga,Jessic Ngankam,GER,FW,20,2000,3.3,1,0,0,9,7,2,1,1,4,0,0,0,15,2,14,12.5,https://fbref.com/en/players/bc249af8/Jessic-Ngankam
2021,Hertha BSC,Bundesliga,Peter Pekarík,SVK,DF,33,1986,18.8,4,0,0,13,19,1,34,20,11,0,0,0,146,17,12,58.6,https://fbref.com/en/players/c18d22f5/Peter-Pekarik
2021,Hertha BSC,Bundesliga,Krzysztof Piątek,POL,FW,25,1995,18.1,4,0,0,44,27,20,4,6,5,0,0,0,70,51,77,39.8,https://fbref.com/en/players/17f3620a/Krzysztof-Piatek
2021,Hertha BSC,Bundesliga,Marvin Plattenhardt,GER,DF,28,1992,11.9,1,0,0,11,10,0,45,6,13,0,0,0,67,8,4,66.7,https://fbref.com/en/players/f7aa75bd/Marvin-Plattenhardt
2021,Hertha BSC,Bundesliga,Nemanja Radonjić,SRB,"FW,DF",24,1996,6.8,1,0,0,8,5,4,23,4,5,0,0,0,46,3,4,42.9,https://fbref.com/en/players/0630eb63/Nemanja-Radonjic
2021,Hertha BSC,Bundesliga,Daishawn Redan,NED,"FW,MF",19,2001,1.1,0,0,0,4,2,0,3,2,0,0,0,0,8,0,5,0,https://fbref.com/en/players/16b4260e/Daishawn-Redan
2021,Hertha BSC,Bundesliga,Alexander Schwolow,GER,GK,28,1992,26,0,0,0,0,5,0,0,0,0,0,0,0,118,0,0,NA,https://fbref.com/en/players/0d55d942/Alexander-Schwolow
2021,Hertha BSC,Bundesliga,Niklas Stark,GER,"DF,MF",25,1995,31,2,0,0,43,33,3,5,40,36,0,1,0,282,70,46,60.3,https://fbref.com/en/players/aad48be9/Niklas-Stark
2021,Hertha BSC,Bundesliga,Jordan Torunarigha,GER,DF,22,1997,10.8,5,0,0,19,5,0,3,20,7,0,0,0,83,26,17,60.5,https://fbref.com/en/players/f86cabbd/Jordan-Torunarigha
2021,Hertha BSC,Bundesliga,Lucas Tousart,FRA,MF,23,1997,23.2,7,0,0,40,26,1,10,42,36,1,0,0,269,77,45,63.1,https://fbref.com/en/players/71ec39ef/Lucas-Tousart
2021,Hertha BSC,Bundesliga,Marten Winkler,GER,FW,17,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,https://fbref.com/en/players/e0d515ef/Marten-Winkler
2021,Hertha BSC,Bundesliga,Deyovaisio Zeefuik,NED,DF,22,1998,10.1,4,1,1,19,18,1,21,8,14,0,1,0,92,44,20,68.8,https://fbref.com/en/players/58a2e9f6/Deyovaisio-Zeefuik
2021,Hoffenheim,Bundesliga,Sargis Adamyan,ARM,"FW,MF",27,1993,5.3,2,0,0,8,11,3,6,7,5,0,0,0,29,9,16,36,https://fbref.com/en/players/22919e97/Sargis-Adamyan
2021,Hoffenheim,Bundesliga,Kevin Akpoguma,NGA,DF,25,1995,13.2,1,0,0,16,15,0,7,10,12,0,0,0,108,23,21,52.3,https://fbref.com/en/players/6ec6fde0/Kevin-Akpoguma
2021,Hoffenheim,Bundesliga,Oliver Baumann,GER,GK,30,1990,31,1,0,0,0,7,0,0,0,0,0,0,0,215,0,1,0,https://fbref.com/en/players/47064058/Oliver-Baumann
2021,Hoffenheim,Bundesliga,Christoph Baumgartner,AUT,"MF,FW",20,1999,26.3,6,0,0,76,64,1,18,19,38,2,0,0,205,57,93,38,https://fbref.com/en/players/437f2b00/Christoph-Baumgartner
2021,Hoffenheim,Bundesliga,Ihlas Bebou,TOG,FW,26,1994,24.4,3,0,0,24,41,4,43,13,20,1,0,0,121,62,89,41.1,https://fbref.com/en/players/a53b661f/Ihlas-Bebou
2021,Hoffenheim,Bundesliga,Maximilian Beier,GER,"FW,DF",17,2002,0.1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,NA,https://fbref.com/en/players/5db45ee5/Maximilian-Beier
2021,Hoffenheim,Bundesliga,Ishak Belfodil,ALG,FW,28,1992,6.6,0,0,0,11,10,5,4,0,2,0,0,0,29,8,9,47.1,https://fbref.com/en/players/ff182fdc/Ishak-Belfodil
2021,Hoffenheim,Bundesliga,Ermin Bičakčić,BIH,DF,30,1990,1.4,1,0,0,2,2,0,0,1,0,0,0,0,7,5,4,55.6,https://fbref.com/en/players/7aac47fe/Ermin-Bicakcic
2021,Hoffenheim,Bundesliga,Melayro Bogarde,NED,"DF,MF",18,2002,3.1,1,0,0,6,12,0,0,3,5,0,1,0,42,5,3,62.5,https://fbref.com/en/players/1fda91b3/Melayro-Bogarde
2021,Hoffenheim,Bundesliga,Joshua Brenet,NED,DF,26,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,NA,https://fbref.com/en/players/2b5527c4/Joshua-Brenet
2021,Hoffenheim,Bundesliga,Jacob Bruun Larsen,DEN,FW,21,1998,1,0,0,0,2,0,2,1,0,0,0,0,0,4,1,3,25,https://fbref.com/en/players/4e204552/Jacob-Bruun-Larsen
2021,Hoffenheim,Bundesliga,Moanes Dabbur,ISR,FW,28,1992,11.1,2,0,0,21,26,5,8,6,8,0,0,0,76,22,23,48.9,https://fbref.com/en/players/eac044ad/Moanes-Dabbur
2021,Hoffenheim,Bundesliga,Mijat Gaćinović,SRB,"DF,MF",25,1995,9.1,5,0,0,15,9,0,18,17,9,0,0,0,99,7,11,38.9,https://fbref.com/en/players/16daec92/Mijat-Gacinovic
2021,Hoffenheim,Bundesliga,Dennis Geiger,GER,MF,22,1998,7.3,4,1,0,17,9,0,12,5,11,0,1,0,55,2,7,22.2,https://fbref.com/en/players/37f606f0/Dennis-Geiger
2021,Hoffenheim,Bundesliga,Florian Grillitsch,AUT,"MF,DF",24,1995,20.9,6,1,1,34,32,0,11,47,25,1,1,0,266,32,31,50.8,https://fbref.com/en/players/ffbbc83b/Florian-Grillitsch
2021,Hoffenheim,Bundesliga,Marco John,GER,DF,18,2002,11.1,1,0,0,6,14,1,27,13,12,0,1,0,97,12,24,33.3,https://fbref.com/en/players/d9e196bf/Marco-John
2021,Hoffenheim,Bundesliga,Pavel Kadeřábek,CZE,DF,28,1992,17.6,3,0,0,24,18,4,59,17,15,0,0,0,98,42,49,46.2,https://fbref.com/en/players/79c90e45/Pavel-Kaderabek
2021,Hoffenheim,Bundesliga,Klauss,BRA,"FW,DF",23,1997,0.6,0,0,0,3,1,0,0,0,0,0,0,0,4,2,4,33.3,https://fbref.com/en/players/f5ae006d/Klauss
2021,Hoffenheim,Bundesliga,Andrej Kramarić,CRO,"FW,MF",29,1991,26.4,2,0,0,5,44,9,60,12,5,0,0,0,149,6,20,23.1,https://fbref.com/en/players/603cb947/Andrej-Kramaric
