Season_End_Year,Squad,Comp,Player,Nation,Pos,Age,Born,Mins_Per_90,Tkl_Tackles,TklW_Tackles,Def 3rd_Tackles,Mid 3rd_Tackles,Att 3rd_Tackles,Tkl_Vs,Att_Vs,Tkl_percent_Vs,Past_Vs,Press_Pressures,Succ_Pressures,_percent_Pressures,Def 3rd_Pressures,Mid 3rd_Pressures,Att 3rd_Pressures,Blocks_Blocks,Sh_Blocks,ShSv_Blocks,Pass_Blocks,Int,Tkl+Int,Clr,Err,Url
2020,Augsburg,Bundesliga,Stephan Lichtsteiner,SUI,DF,35,1984,14.9,23,9,16,4,3,9,24,37.5,15,165,41,24.8,93,55,17,29,7,0,22,9,32,51,0,https://fbref.com/en/players/99b1d0e6/Stephan-Lichtsteiner
2020,Augsburg,Bundesliga,Eduard Löwen,GER,"MF,FW",22,1997,7.5,14,10,8,4,2,3,14,21.4,11,173,42,24.3,32,92,49,12,3,0,9,2,16,9,0,https://fbref.com/en/players/70678132/Eduard-Lowen
2020,Augsburg,Bundesliga,Andreas Luthe,GER,GK,32,1987,10,0,0,0,0,0,0,2,0,2,0,0,NA,0,0,0,0,0,0,0,0,0,1,0,https://fbref.com/en/players/7fe12375/Andreas-Luthe
2020,Augsburg,Bundesliga,Philipp Max,GER,DF,25,1993,30.1,38,25,21,13,4,12,42,28.6,30,395,127,32.2,177,165,53,41,4,1,37,21,59,62,0,https://fbref.com/en/players/826e8b63/Philipp-Max
2020,Augsburg,Bundesliga,Jan Morávek,CZE,MF,29,1989,5.3,20,14,9,10,1,9,32,28.1,23,174,45,25.9,62,99,13,6,1,0,5,10,30,5,0,https://fbref.com/en/players/e7d22eae/Jan-Moravek
2020,Augsburg,Bundesliga,Florian Niederlechner,GER,"FW,MF",28,1990,30.2,26,18,5,13,8,4,29,13.8,25,542,129,23.8,46,225,271,35,11,0,24,5,31,34,0,https://fbref.com/en/players/d6862409/Florian-Niederlechner
2020,Augsburg,Bundesliga,Reece Oxford,ENG,MF,20,1998,4.2,8,7,3,4,1,4,12,33.3,8,60,17,28.3,27,29,4,6,4,0,2,4,12,16,1,https://fbref.com/en/players/8b6e0db2/Reece-Oxford
2020,Augsburg,Bundesliga,Mads Pedersen,DEN,DF,22,1996,1.1,5,2,4,1,0,2,6,33.3,4,21,4,19,18,1,2,3,1,1,2,2,7,0,0,https://fbref.com/en/players/582a5247/Mads-Pedersen
2020,Augsburg,Bundesliga,Marco Richter,GER,"MF,FW",21,1997,25.3,24,15,10,7,7,11,62,17.7,51,464,110,23.7,113,216,135,35,0,0,35,15,39,18,0,https://fbref.com/en/players/f972644c/Marco-Richter
2020,Augsburg,Bundesliga,Julian Schieber,GER,FW,30,1989,0.5,1,1,0,1,0,0,0,NA,0,18,2,11.1,0,11,7,0,0,0,0,0,1,0,0,https://fbref.com/en/players/37c213cf/Julian-Schieber
2020,Augsburg,Bundesliga,Marek Suchý,CZE,DF,31,1988,4.4,8,4,7,1,0,4,6,66.7,2,18,8,44.4,13,5,0,3,2,0,1,4,12,22,0,https://fbref.com/en/players/c5224618/Marek-Suchy
2020,Augsburg,Bundesliga,Georg Teigl,AUT,"DF,MF",28,1991,1.2,0,0,0,0,0,0,4,0,4,18,5,27.8,13,5,0,4,0,0,4,2,2,3,0,https://fbref.com/en/players/c8cfb04d/Georg-Teigl
2020,Augsburg,Bundesliga,Ruben Vargas,SUI,"FW,MF",20,1998,28.1,35,24,15,13,7,14,43,32.6,29,554,135,24.4,143,253,158,38,3,0,35,29,64,31,1,https://fbref.com/en/players/6ecbddf6/Ruben-Vargas
2020,Bayern Munich,Bundesliga,David Alaba,AUT,DF,27,1992,27.8,27,17,10,17,0,10,24,41.7,14,208,80,38.5,79,109,20,40,11,0,29,11,38,65,0,https://fbref.com/en/players/05439de2/David-Alaba
2020,Bayern Munich,Bundesliga,Thiago Alcántara,ESP,MF,28,1991,19.7,54,38,19,29,6,14,40,35,26,292,101,34.6,68,167,57,21,4,0,17,23,77,19,1,https://fbref.com/en/players/77e84962/Thiago-Alcantara
2020,Bayern Munich,Bundesliga,Oliver Batista-Meier,GER,FW,18,2001,0.1,0,0,0,0,0,0,2,0,2,3,0,0,2,1,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/b7828a08/Oliver-Batista-Meier
2020,Bayern Munich,Bundesliga,Jérôme Boateng,GER,DF,30,1988,20,20,13,8,12,0,8,23,34.8,15,132,53,40.2,66,58,8,24,12,1,12,17,37,96,0,https://fbref.com/en/players/2db2fd7b/Jerome-Boateng
2020,Bayern Munich,Bundesliga,Kingsley Coman,FRA,"FW,MF",23,1996,16.7,23,15,10,8,5,11,26,42.3,15,287,92,32.1,54,117,116,17,0,0,17,2,25,4,0,https://fbref.com/en/players/042e8a49/Kingsley-Coman
2020,Bayern Munich,Bundesliga,Philippe Coutinho,BRA,"MF,FW",27,1992,15.7,28,25,1,17,10,4,16,25,12,235,92,39.1,20,124,91,14,2,0,12,6,34,3,0,https://fbref.com/en/players/0ef89a37/Philippe-Coutinho
2020,Bayern Munich,Bundesliga,Mickaël Cuisance,FRA,"MF,FW",19,1999,3.4,5,3,1,2,2,1,11,9.1,10,87,19,21.8,16,39,32,5,1,0,4,1,6,2,0,https://fbref.com/en/players/5722eced/Mickael-Cuisance
2020,Bayern Munich,Bundesliga,Leon Dajaku,GER,"DF,FW",18,2001,0.1,0,0,0,0,0,0,1,0,1,4,1,25,1,2,1,0,0,0,0,1,1,0,0,https://fbref.com/en/players/aeaf1bc1/Leon-Dajaku
2020,Bayern Munich,Bundesliga,Alphonso Davies,CAN,DF,18,2000,24.8,78,49,35,29,14,30,53,56.6,23,429,184,42.9,167,161,101,56,4,0,52,24,102,54,0,https://fbref.com/en/players/d781d855/Alphonso-Davies
2020,Bayern Munich,Bundesliga,Serge Gnabry,GER,"FW,MF",24,1995,24.4,38,25,5,23,10,13,37,35.1,24,434,137,31.6,59,176,199,28,2,0,26,17,55,4,0,https://fbref.com/en/players/88e357ef/Serge-Gnabry
2020,Bayern Munich,Bundesliga,Leon Goretzka,GER,MF,24,1995,16.8,29,21,8,16,5,6,39,15.4,33,280,86,30.7,42,153,85,21,3,0,18,19,48,10,0,https://fbref.com/en/players/cc86b9a3/Leon-Goretzka
2020,Bayern Munich,Bundesliga,Lucas Hernández,FRA,DF,23,1996,10.2,20,9,13,4,3,12,20,60,8,125,45,36,69,41,15,20,2,0,18,10,30,36,0,https://fbref.com/en/players/c3ee18ef/Lucas-Hernandez
2020,Bayern Munich,Bundesliga,Joshua Kimmich,GER,"MF,DF",24,1995,31.3,63,40,27,22,14,19,69,27.5,50,511,174,34.1,134,278,99,58,7,0,51,21,84,47,0,https://fbref.com/en/players/49296448/Joshua-Kimmich
2020,Bayern Munich,Bundesliga,Robert Lewandowski,POL,FW,30,1988,30.7,19,12,3,8,8,2,16,12.5,14,387,123,31.8,9,105,273,16,3,0,13,4,23,13,0,https://fbref.com/en/players/8d78e732/Robert-Lewandowski
2020,Bayern Munich,Bundesliga,Javi Martínez,ESP,"DF,MF",30,1988,7.5,13,8,9,4,0,5,12,41.7,7,89,25,28.1,43,42,4,13,8,0,5,10,23,54,0,https://fbref.com/en/players/7f97771d/Javi-Martinez
2020,Bayern Munich,Bundesliga,Thomas Müller,GER,"MF,FW",29,1989,25.1,50,40,9,31,10,20,75,26.7,55,570,212,37.2,85,270,215,39,5,0,34,11,61,12,0,https://fbref.com/en/players/3c6089ab/Thomas-Muller
2020,Bayern Munich,Bundesliga,Jamal Musiala,GER,MF,16,2003,0,0,0,0,0,0,0,0,NA,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/2c0558b8/Jamal-Musiala
2020,Bayern Munich,Bundesliga,Manuel Neuer,GER,GK,33,1986,33,1,1,0,1,0,1,3,33.3,2,6,1,16.7,5,1,0,0,0,0,0,0,1,2,2,https://fbref.com/en/players/8778c910/Manuel-Neuer
2020,Bayern Munich,Bundesliga,Álvaro Odriozola,ESP,DF,23,1995,1.7,1,1,1,0,0,1,4,25,3,29,9,31,10,7,12,1,0,0,1,1,2,3,0,https://fbref.com/en/players/1d1691ad/Alvaro-Odriozola
2020,Bayern Munich,Bundesliga,Kwasi Okyere Wriedt,GHA,FW,25,1994,0.2,0,0,0,0,0,0,0,NA,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,https://fbref.com/en/players/7124239e/Kwasi-Okyere-Wriedt
2020,Bayern Munich,Bundesliga,Benjamin Pavard,FRA,DF,23,1996,31,35,21,16,15,4,17,31,54.8,14,277,92,33.2,95,115,67,45,9,0,36,22,57,101,0,https://fbref.com/en/players/45a03961/Benjamin-Pavard
2020,Bayern Munich,Bundesliga,Ivan Perišić,CRO,"FW,MF",30,1989,13.4,22,16,6,10,6,7,31,22.6,24,256,87,34,31,92,133,16,3,0,13,11,33,7,0,https://fbref.com/en/players/6fe90922/Ivan-Perisic
2020,Bayern Munich,Bundesliga,Chris Richards,USA,DF,19,2000,0.1,0,0,0,0,0,0,0,NA,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/0a3d6d2b/Chris-Richards
2020,Bayern Munich,Bundesliga,Renato Sanches,POR,MF,21,1997,0.1,0,0,0,0,0,0,0,NA,0,1,1,100,0,1,0,0,0,0,0,1,1,0,0,https://fbref.com/en/players/032f894e/Renato-Sanches
2020,Bayern Munich,Bundesliga,Sarpreet Singh,NZL,"FW,MF",20,1999,0.8,1,0,0,1,0,0,1,0,1,17,5,29.4,2,8,7,0,0,0,0,0,1,0,0,https://fbref.com/en/players/4ba886c6/Sarpreet-Singh
2020,Bayern Munich,Bundesliga,Niklas Süle,GER,DF,23,1995,7.1,9,4,7,2,0,3,5,60,2,45,16,35.6,29,15,1,13,8,0,5,5,14,31,0,https://fbref.com/en/players/e33c06cf/Niklas-Sule
2020,Bayern Munich,Bundesliga,Corentin Tolisso,FRA,MF,24,1994,7.1,11,8,5,3,3,1,11,9.1,10,112,43,38.4,31,57,24,9,3,0,6,3,14,2,0,https://fbref.com/en/players/652d4c37/Corentin-Tolisso
2020,Bayern Munich,Bundesliga,Sven Ulreich,GER,GK,30,1988,1,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/7d3e7da6/Sven-Ulreich
2020,Bayern Munich,Bundesliga,Joshua Zirkzee,NED,"FW,MF",18,2001,3.3,5,2,0,2,3,1,5,20,4,84,24,28.6,1,27,56,6,2,0,4,0,5,0,0,https://fbref.com/en/players/028e70b9/Joshua-Zirkzee
2020,Dortmund,Bundesliga,Manuel Akanji,SUI,DF,24,1995,25.7,44,23,29,13,2,17,30,56.7,13,223,86,38.6,129,83,11,35,11,0,24,18,62,85,3,https://fbref.com/en/players/89ac64a6/Manuel-Akanji
2020,Dortmund,Bundesliga,Paco Alcácer,ESP,FW,25,1993,5.9,2,2,0,2,0,1,8,12.5,7,88,22,25,4,39,45,3,1,0,2,2,4,2,0,https://fbref.com/en/players/a7a9d95a/Paco-Alcacer
2020,Dortmund,Bundesliga,Leonardo Balerdi,ARG,"DF,MF",20,1999,1.5,2,1,1,1,0,2,4,50,2,18,3,16.7,10,8,0,0,0,0,0,5,7,5,0,https://fbref.com/en/players/7c3ed041/Leonardo-Balerdi
2020,Dortmund,Bundesliga,Julian Brandt,GER,"MF,FW",23,1996,24.5,50,35,15,24,11,21,61,34.4,40,501,157,31.3,114,266,121,43,2,0,41,12,62,11,1,https://fbref.com/en/players/a167537f/Julian-Brandt
2020,Dortmund,Bundesliga,Jacob Bruun Larsen,DEN,"FW,MF",20,1998,0.8,0,0,0,0,0,0,0,NA,0,25,5,20,3,12,10,0,0,0,0,0,0,0,0,https://fbref.com/en/players/4e204552/Jacob-Bruun-Larsen
2020,Dortmund,Bundesliga,Roman Bürki,SUI,GK,28,1990,30.8,0,0,0,0,0,0,1,0,1,5,2,40,5,0,0,1,0,0,1,0,0,0,1,https://fbref.com/en/players/9d12e142/Roman-Burki
2020,Dortmund,Bundesliga,Emre Can,GER,"MF,DF",25,1994,10.6,25,18,13,11,1,13,21,61.9,8,152,59,38.8,52,79,21,16,6,0,10,9,34,23,0,https://fbref.com/en/players/a65ce836/Emre-Can
2020,Dortmund,Bundesliga,Mahmoud Dahoud,GER,MF,23,1996,6.2,16,7,6,8,2,5,19,26.3,14,129,39,30.2,38,71,20,9,2,0,7,5,21,8,0,https://fbref.com/en/players/db4ed67b/Mahmoud-Dahoud
2020,Dortmund,Bundesliga,Thomas Delaney,DEN,MF,27,1991,9.2,25,16,11,12,2,6,15,40,9,155,50,32.3,55,84,16,16,7,0,9,23,48,38,0,https://fbref.com/en/players/fe641c1a/Thomas-Delaney
2020,Dortmund,Bundesliga,Mario Götze,GER,FW,27,1992,5.8,14,8,0,10,4,5,9,55.6,4,209,48,23,12,94,103,7,3,0,4,2,16,1,0,https://fbref.com/en/players/9efa1d25/Mario-Gotze
2020,Dortmund,Bundesliga,Raphaël Guerreiro,POR,DF,25,1993,25.9,43,29,21,18,4,15,31,48.4,16,278,120,43.2,110,116,52,45,3,1,42,30,73,25,0,https://fbref.com/en/players/048a1cbc/Raphael-Guerreiro
2020,Dortmund,Bundesliga,Erling Haaland,NOR,FW,19,2000,11.8,5,5,1,1,3,2,6,33.3,4,140,40,28.6,6,49,85,12,5,0,7,5,10,5,0,https://fbref.com/en/players/1f44ac21/Erling-Haaland
2020,Dortmund,Bundesliga,Achraf Hakimi,MAR,"DF,FW",20,1998,30.2,57,37,36,16,5,23,68,33.8,45,464,159,34.3,167,165,132,54,2,0,52,24,81,31,1,https://fbref.com/en/players/e42d61c7/Achraf-Hakimi
2020,Dortmund,Bundesliga,Thorgan Hazard,BEL,"FW,MF",26,1993,26.4,42,36,14,20,8,13,46,28.3,33,587,155,26.4,105,286,196,37,3,0,34,14,56,4,0,https://fbref.com/en/players/50871bcc/Thorgan-Hazard
2020,Dortmund,Bundesliga,Marwin Hitz,SUI,GK,31,1987,3.2,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/2e7ff968/Marwin-Hitz
2020,Dortmund,Bundesliga,Mats Hummels,GER,DF,30,1988,28.7,68,47,39,26,3,19,44,43.2,25,289,125,43.3,171,109,9,56,20,0,36,35,103,177,1,https://fbref.com/en/players/05d548d8/Mats-Hummels
2020,Dortmund,Bundesliga,Mateu Morey,ESP,"DF,FW",19,2000,2.2,5,4,2,2,1,3,7,42.9,4,38,6,15.8,24,10,4,10,0,0,10,2,7,3,1,https://fbref.com/en/players/5fd5e542/Mateu-Morey
2020,Dortmund,Bundesliga,Łukasz Piszczek,POL,DF,34,1985,23.4,49,30,32,13,4,29,49,59.2,20,255,95,37.3,132,86,37,45,14,2,31,20,69,63,1,https://fbref.com/en/players/fe2db476/Lukasz-Piszczek
2020,Dortmund,Bundesliga,Tobias Raschl,GER,MF,19,2000,0.3,0,0,0,0,0,0,1,0,1,8,1,12.5,2,5,1,0,0,0,0,0,0,0,0,https://fbref.com/en/players/bd992863/Tobias-Raschl
2020,Dortmund,Bundesliga,Marco Reus,GER,"MF,FW",30,1989,16.6,32,22,8,15,9,4,20,20,16,442,121,27.4,40,213,189,26,4,0,22,13,45,13,0,https://fbref.com/en/players/36a3ff67/Marco-Reus
2020,Dortmund,Bundesliga,Gio Reyna,USA,"MF,FW",16,2002,3.9,5,4,2,3,0,2,6,33.3,4,80,18,22.5,12,42,26,4,0,0,4,1,6,1,0,https://fbref.com/en/players/7fa4e703/Gio-Reyna
2020,Dortmund,Bundesliga,Jadon Sancho,ENG,"FW,MF",19,2000,25.4,17,14,5,8,4,7,23,30.4,16,412,131,31.8,66,187,159,21,0,0,21,14,31,3,0,https://fbref.com/en/players/dbf053da/Jadon-Sancho
2020,Dortmund,Bundesliga,Marcel Schmelzer,GER,"DF,FW",31,1988,0.7,0,0,0,0,0,0,0,NA,0,13,4,30.8,4,6,3,0,0,0,0,1,1,2,0,https://fbref.com/en/players/89565ac5/Marcel-Schmelzer
2020,Dortmund,Bundesliga,Nico Schulz,GER,DF,26,1993,6.6,15,8,3,9,3,8,18,44.4,10,74,26,35.1,24,38,12,12,3,0,9,4,19,11,0,https://fbref.com/en/players/fa274d97/Nico-Schulz
2020,Dortmund,Bundesliga,Julian Weigl,GER,"MF,DF",23,1995,11.3,21,12,14,5,2,11,24,45.8,13,176,55,31.3,59,91,26,9,0,0,9,11,32,25,0,https://fbref.com/en/players/346d51d9/Julian-Weigl
2020,Dortmund,Bundesliga,Axel Witsel,BEL,MF,30,1989,24.9,42,31,14,26,2,10,31,32.3,21,343,105,30.6,81,213,49,34,9,0,25,21,63,18,2,https://fbref.com/en/players/5dfc6ad5/Axel-Witsel
2020,Dortmund,Bundesliga,Dan-Axel Zagadou,FRA,DF,20,1999,10.9,17,12,10,7,0,5,9,55.6,4,91,44,48.4,50,36,5,25,12,1,13,15,32,50,0,https://fbref.com/en/players/a4effc55/Dan-Axel-Zagadou
2020,Düsseldorf,Bundesliga,Opoku Ampomah,GHA,"FW,MF",23,1996,5.6,10,6,4,4,2,3,12,25,9,90,21,23.3,21,42,27,4,0,0,4,3,13,5,0,https://fbref.com/en/players/e7199efb/Opoku-Ampomah
2020,Düsseldorf,Bundesliga,Kaan Ayhan,TUR,DF,24,1994,30.3,51,33,34,14,3,18,38,47.4,20,266,100,37.6,147,95,24,34,16,0,18,37,88,106,1,https://fbref.com/en/players/2200181e/Kaan-Ayhan
2020,Düsseldorf,Bundesliga,Lewis Baker,ENG,MF,24,1995,6.1,7,4,5,2,0,2,14,14.3,12,152,36,23.7,50,88,14,8,3,0,5,4,11,9,0,https://fbref.com/en/players/1b278bf5/Lewis-Baker
2020,Düsseldorf,Bundesliga,Aymen Barkok,MAR,"FW,MF",21,1998,0.9,1,0,0,0,1,0,2,0,2,20,4,20,7,4,9,7,1,0,6,0,1,2,0,https://fbref.com/en/players/a2a85828/Aymen-Barkok
2020,Düsseldorf,Bundesliga,Valon Berisha,KVX,"MF,FW",26,1993,10.5,21,15,8,11,2,7,28,25,21,257,91,35.4,44,149,64,16,1,0,15,7,28,7,0,https://fbref.com/en/players/d5575935/Valon-Berisha
2020,Düsseldorf,Bundesliga,Adam Bodzek,GER,MF,33,1985,22.4,40,28,19,20,1,16,66,24.2,50,401,131,32.7,140,226,35,46,14,0,32,21,61,47,0,https://fbref.com/en/players/bb8a42fa/Adam-Bodzek
2020,Düsseldorf,Bundesliga,Robin Bormuth,GER,DF,23,1995,2,2,0,2,0,0,2,3,66.7,1,12,4,33.3,4,8,0,6,5,0,1,0,2,14,1,https://fbref.com/en/players/d728acae/Robin-Bormuth
2020,Düsseldorf,Bundesliga,Oliver Fink,GER,"MF,FW",37,1982,7.5,25,20,7,14,4,4,22,18.2,18,223,55,24.7,57,127,39,15,1,0,14,9,34,8,0,https://fbref.com/en/players/316162b6/Oliver-Fink
2020,Düsseldorf,Bundesliga,Niko Gießelmann,GER,DF,27,1991,22.9,50,23,33,11,6,23,52,44.2,29,322,83,25.8,185,99,38,42,8,0,34,17,67,75,1,https://fbref.com/en/players/7242b495/Niko-Giesselmann
2020,Düsseldorf,Bundesliga,Rouwen Hennings,GER,FW,31,1987,27.3,10,4,2,6,2,1,11,9.1,10,499,127,25.5,16,261,222,17,1,0,16,5,15,34,0,https://fbref.com/en/players/17611373/Rouwen-Hennings
2020,Düsseldorf,Bundesliga,André Hoffmann,GER,DF,26,1993,27,40,22,26,14,0,12,41,29.3,29,225,85,37.8,155,66,4,29,10,0,19,39,79,133,2,https://fbref.com/en/players/34b306a1/Andre-Hoffmann
2020,Düsseldorf,Bundesliga,Mathias Jørgensen,DEN,DF,29,1990,5.5,8,5,5,3,0,4,6,66.7,2,38,14,36.8,25,13,0,12,6,0,6,7,15,29,1,https://fbref.com/en/players/0db5d2c8/Mathias-Jorgensen
2020,Düsseldorf,Bundesliga,Kenan Karaman,TUR,FW,25,1994,15,8,4,2,3,3,7,12,58.3,5,215,60,27.9,20,110,85,12,5,0,7,2,10,9,0,https://fbref.com/en/players/8f0f2230/Kenan-Karaman
2020,Düsseldorf,Bundesliga,Florian Kastenmeier,GER,GK,22,1997,17,0,0,0,0,0,0,0,NA,0,7,0,0,7,0,0,1,0,0,1,0,0,1,1,https://fbref.com/en/players/dc2e4736/Florian-Kastenmeier
2020,Düsseldorf,Bundesliga,Dawid Kownacki,POL,"FW,MF",22,1997,12.1,16,13,8,5,3,6,17,35.3,11,226,73,32.3,42,115,69,18,2,0,16,11,27,12,0,https://fbref.com/en/players/be5e1c4c/Dawid-Kownacki
2020,Düsseldorf,Bundesliga,Alfredo Morales,USA,MF,29,1990,19.2,35,26,16,14,5,13,36,36.1,23,476,124,26.1,129,275,72,40,6,0,34,17,52,46,0,https://fbref.com/en/players/ff45add5/Alfredo-Morales
2020,Düsseldorf,Bundesliga,Kasim Nuhu,GHA,DF,24,1995,11.1,22,15,17,4,1,7,15,46.7,8,117,37,31.6,76,35,6,30,12,0,18,14,36,63,0,https://fbref.com/en/players/93a50d2c/Kasim-Nuhu
2020,Düsseldorf,Bundesliga,Kelvin Ofori,GHA,"MF,FW",18,2001,0.4,0,0,0,0,0,0,0,NA,0,4,2,50,0,1,3,0,0,0,0,0,0,0,0,https://fbref.com/en/players/1151fb6e/Kelvin-Ofori
2020,Düsseldorf,Bundesliga,Thomas Pledl,GER,"DF,MF",25,1994,1,4,1,2,2,0,1,2,50,1,42,7,16.7,17,15,10,2,0,0,2,1,5,0,0,https://fbref.com/en/players/1748c9f7/Thomas-Pledl
2020,Düsseldorf,Bundesliga,Steven Skrzybski,GER,"FW,MF",26,1992,5.9,6,3,0,5,1,3,16,18.8,13,167,55,32.9,30,82,55,13,2,0,11,8,14,3,0,https://fbref.com/en/players/58ce23e5/Steven-Skrzybski
2020,Düsseldorf,Bundesliga,Marcel Sobottka,GER,MF,25,1994,7.8,17,12,5,9,3,3,13,23.1,10,144,34,23.6,55,75,14,4,1,0,3,9,26,11,0,https://fbref.com/en/players/664590fa/Marcel-Sobottka
2020,Düsseldorf,Bundesliga,Zack Steffen,USA,GK,24,1995,17,0,0,0,0,0,0,0,NA,0,4,0,0,4,0,0,0,0,0,0,1,1,3,1,https://fbref.com/en/players/42130443/Zack-Steffen
2020,Düsseldorf,Bundesliga,Kevin Stöger,AUT,MF,25,1993,14.1,26,20,13,8,5,12,37,32.4,25,264,87,33,78,135,51,31,2,0,29,20,46,7,0,https://fbref.com/en/players/e5649a78/Kevin-Stoger
2020,Düsseldorf,Bundesliga,Markus Suttner,AUT,"DF,MF",32,1987,14.9,28,17,13,14,1,10,25,40,15,214,60,28,96,85,33,40,7,2,33,8,36,44,1,https://fbref.com/en/players/7391c2d9/Markus-Suttner
2020,Düsseldorf,Bundesliga,Bernard Tekpetey,GHA,"FW,MF",21,1997,5,6,6,3,1,2,1,4,25,3,100,31,31,14,45,41,5,0,0,5,2,8,1,0,https://fbref.com/en/players/7bf8ad6c/Bernard-Tekpetey
2020,Düsseldorf,Bundesliga,Erik Thommy,GER,"DF,FW",24,1994,25.1,39,27,17,14,8,14,39,35.9,25,480,144,30,142,217,121,41,2,0,39,20,59,20,1,https://fbref.com/en/players/df8e7b62/Erik-Thommy
2020,Düsseldorf,Bundesliga,Jean Zimmer,GER,"DF,MF",25,1993,8,10,4,6,3,1,6,14,42.9,8,105,20,19,36,43,26,5,1,1,4,2,12,4,0,https://fbref.com/en/players/912e63b5/Jean-Zimmer
2020,Düsseldorf,Bundesliga,Matthias Zimmermann,GER,"DF,MF",27,1992,32.5,73,39,36,30,7,28,66,42.4,38,433,129,29.8,190,189,54,80,12,1,68,38,111,66,0,https://fbref.com/en/players/e199d5b0/Matthias-Zimmermann
2020,Eint Frankfurt,Bundesliga,David Abraham,ARG,DF,33,1986,18.8,30,22,18,10,2,16,34,47.1,18,200,75,37.5,109,78,13,32,15,1,17,16,46,87,1,https://fbref.com/en/players/565bf0da/David-Abraham
2020,Eint Frankfurt,Bundesliga,Timothy Chandler,USA,"DF,MF",29,1990,13.6,20,10,9,6,5,7,15,46.7,8,195,51,26.2,77,72,46,22,5,1,17,6,26,25,0,https://fbref.com/en/players/b3b7f5a6/Timothy-Chandler
2020,Eint Frankfurt,Bundesliga,Danny da Costa,GER,"DF,MF",26,1993,15.4,32,21,18,9,5,10,22,45.5,12,230,68,29.6,57,106,67,27,2,0,25,11,43,40,0,https://fbref.com/en/players/5ddb8f9f/Danny-da-Costa
2020,Eint Frankfurt,Bundesliga,Bas Dost,NED,FW,30,1989,16.4,8,4,0,4,4,1,7,14.3,6,204,60,29.4,6,92,106,10,3,0,7,4,12,24,0,https://fbref.com/en/players/dc90cfbe/Bas-Dost
2020,Eint Frankfurt,Bundesliga,Erik Durm,GER,DF,27,1992,5.7,14,8,7,4,3,5,15,33.3,10,136,35,25.7,58,44,34,15,2,0,13,3,17,14,0,https://fbref.com/en/players/cf623c78/Erik-Durm
2020,Eint Frankfurt,Bundesliga,Simon Falette,GUI,DF,27,1992,1,1,1,1,0,0,1,2,50,1,14,5,35.7,8,6,0,5,3,0,2,1,2,11,0,https://fbref.com/en/players/b82880c6/Simon-Falette
2020,Eint Frankfurt,Bundesliga,Gelson Fernandes,SUI,MF,32,1986,8.6,35,20,15,20,0,6,23,26.1,17,228,65,28.5,88,129,11,15,3,1,12,13,48,21,1,https://fbref.com/en/players/8e58987d/Gelson-Fernandes
2020,Eint Frankfurt,Bundesliga,Mijat Gaćinović,SRB,"MF,FW",24,1995,11.6,23,17,4,14,5,7,32,21.9,25,282,80,28.4,60,139,83,26,1,0,25,12,35,10,0,https://fbref.com/en/players/16daec92/Mijat-Gacinovic
2020,Eint Frankfurt,Bundesliga,Jonathan de Guzmán,NED,"MF,FW",31,1987,1,1,1,0,1,0,1,5,20,4,35,14,40,3,23,9,3,0,0,3,0,1,1,0,https://fbref.com/en/players/1bcca8b8/Jonathan-de-Guzman
2020,Eint Frankfurt,Bundesliga,Makoto Hasebe,JPN,"DF,MF",35,1984,21.9,35,20,22,12,1,12,37,32.4,25,224,96,42.9,132,91,1,56,12,0,44,20,55,72,0,https://fbref.com/en/players/9ab16552/Makoto-Hasebe
2020,Eint Frankfurt,Bundesliga,Martin Hinteregger,AUT,DF,26,1992,30.2,67,47,36,28,3,25,54,46.3,29,329,117,35.6,191,118,20,60,20,2,40,21,88,154,0,https://fbref.com/en/players/080440a4/Martin-Hinteregger
2020,Eint Frankfurt,Bundesliga,Stefan Ilsanker,AUT,"DF,MF",30,1989,9.3,26,16,16,10,0,11,31,35.5,20,139,53,38.1,68,60,11,11,1,0,10,11,37,38,0,https://fbref.com/en/players/8494acc4/Stefan-Ilsanker
2020,Eint Frankfurt,Bundesliga,Dejan Joveljić,SRB,FW,19,1999,1.7,3,3,1,1,1,0,3,0,3,44,11,25,3,19,22,0,0,0,0,0,3,1,0,https://fbref.com/en/players/95a24690/Dejan-Joveljic
2020,Eint Frankfurt,Bundesliga,Daichi Kamada,JPN,"MF,FW",22,1996,21.9,29,21,8,17,4,5,35,14.3,30,457,133,29.1,64,190,203,18,1,0,17,9,38,8,0,https://fbref.com/en/players/15b287da/Daichi-Kamada
2020,Eint Frankfurt,Bundesliga,Dominik Kohr,GER,MF,25,1994,16.1,58,39,23,31,4,18,52,34.6,34,357,125,35,101,193,63,47,13,0,34,18,76,19,0,https://fbref.com/en/players/0fbecd11/Dominik-Kohr
2020,Eint Frankfurt,Bundesliga,Filip Kostić,SRB,"DF,MF",26,1992,32.9,71,47,33,25,13,23,71,32.4,48,558,156,28,198,207,153,63,3,0,60,15,86,15,0,https://fbref.com/en/players/b1cd37e6/Filip-Kostic
