Season_End_Year,Squad,Comp,Player,Nation,Pos,Age,Born,Mins_Per_90,Tkl_Tackles,TklW_Tackles,Def 3rd_Tackles,Mid 3rd_Tackles,Att 3rd_Tackles,Tkl_Vs,Att_Vs,Tkl_percent_Vs,Past_Vs,Press_Pressures,Succ_Pressures,_percent_Pressures,Def 3rd_Pressures,Mid 3rd_Pressures,Att 3rd_Pressures,Blocks_Blocks,Sh_Blocks,ShSv_Blocks,Pass_Blocks,Int,Tkl+Int,Clr,Err,Url
2018,Eint Frankfurt,Bundesliga,Alexander Meier,GER,FW,34,1983,0,0,0,0,0,0,0,0,NA,0,2,1,50,0,1,1,0,0,0,0,0,0,0,0,https://fbref.com/en/players/362aa29d/Alexander-Meier
2018,Eint Frankfurt,Bundesliga,Ante Rebić,CRO,"FW,MF",23,1993,19.5,34,25,10,16,8,7,38,18.4,31,470,148,31.5,57,200,213,29,2,0,27,4,38,9,0,https://fbref.com/en/players/536cebe5/Ante-Rebic
2018,Eint Frankfurt,Bundesliga,Marco Russ,GER,DF,31,1985,12.7,16,11,7,7,2,6,16,37.5,10,89,29,32.6,45,38,6,25,10,1,15,19,35,93,0,https://fbref.com/en/players/e26c4233/Marco-Russ
2018,Eint Frankfurt,Bundesliga,Carlos Salcedo,MEX,DF,23,1993,17.9,28,19,15,12,1,12,22,54.5,10,201,59,29.4,121,73,7,39,12,0,27,15,43,96,1,https://fbref.com/en/players/64c07ae1/Carlos-Salcedo
2018,Eint Frankfurt,Bundesliga,Marc Stendera,GER,MF,21,1995,4.1,26,24,12,12,2,3,16,18.8,13,175,53,30.3,46,97,32,8,1,0,7,7,33,2,1,https://fbref.com/en/players/500cd987/Marc-Stendera
2018,Eint Frankfurt,Bundesliga,Taleb Tawatha,ISR,"DF,MF",25,1992,4.9,14,8,10,4,0,5,8,62.5,3,110,32,29.1,63,37,10,14,1,0,13,4,18,18,0,https://fbref.com/en/players/bbb496b5/Taleb-Tawatha
2018,Eint Frankfurt,Bundesliga,Jetro Willems,NED,"DF,MF",23,1994,18.5,52,38,28,21,3,16,42,38.1,26,353,127,36,144,165,44,37,1,0,36,9,61,40,0,https://fbref.com/en/players/9050ddc4/Jetro-Willems
2018,Eint Frankfurt,Bundesliga,Marius Wolf,GER,"MF,DF",22,1995,26.3,40,27,16,15,9,20,59,33.9,39,661,201,30.4,204,313,144,55,0,0,55,17,57,31,0,https://fbref.com/en/players/fa661778/Marius-Wolf
2018,Freiburg,Bundesliga,Amir Abrashi,ALB,MF,27,1990,9.4,37,26,14,22,1,11,21,52.4,10,215,57,26.5,71,118,26,20,5,0,15,11,48,19,2,https://fbref.com/en/players/1c08a3c8/Amir-Abrashi
2018,Freiburg,Bundesliga,Onur Bulut,TUR,MF,23,1994,0.4,0,0,0,0,0,0,0,NA,0,12,6,50,2,4,6,0,0,0,0,0,0,0,0,https://fbref.com/en/players/32e96d52/Onur-Bulut
2018,Freiburg,Bundesliga,Mohamed Dräger,TUN,"MF,FW",21,1996,0.6,0,0,0,0,0,0,1,0,1,15,4,26.7,3,11,1,1,0,0,1,0,0,0,0,https://fbref.com/en/players/8954fddc/Mohamed-Drager
2018,Freiburg,Bundesliga,Mike Frantz,GER,MF,30,1986,11.6,20,15,8,11,1,3,19,15.8,16,178,48,27,64,80,34,15,4,0,11,9,29,13,0,https://fbref.com/en/players/482b70ad/Mike-Frantz
2018,Freiburg,Bundesliga,Rafał Gikiewicz,POL,GK,29,1987,1.7,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,1,0,https://fbref.com/en/players/17376543/Rafal-Gikiewicz
2018,Freiburg,Bundesliga,Karim Guédé,SVK,FW,32,1985,0.7,1,1,1,0,0,0,0,NA,0,27,5,18.5,2,13,12,1,1,0,0,0,1,1,0,https://fbref.com/en/players/79fa1799/Karim-Guede
2018,Freiburg,Bundesliga,Manuel Gulde,GER,DF,26,1991,17,14,10,12,2,0,5,17,29.4,12,123,40,32.5,86,32,5,29,16,0,13,7,21,118,0,https://fbref.com/en/players/25ab9c9c/Manuel-Gulde
2018,Freiburg,Bundesliga,Christian Günter,GER,"DF,MF",24,1993,34,50,28,32,12,6,24,53,45.3,29,443,123,27.8,215,170,58,62,6,0,56,11,61,73,1,https://fbref.com/en/players/8593f88c/Christian-Gunter
2018,Freiburg,Bundesliga,Janik Haberer,GER,"MF,FW",23,1994,30.5,53,35,16,29,8,18,68,26.5,50,873,209,23.9,168,497,208,46,1,0,45,23,76,55,0,https://fbref.com/en/players/70dcf94d/Janik-Haberer
2018,Freiburg,Bundesliga,Nicolas Höfler,GER,MF,27,1990,25.1,37,23,15,20,2,11,36,30.6,25,433,106,24.5,141,255,37,33,8,0,25,30,67,77,1,https://fbref.com/en/players/5d8e331f/Nicolas-Hofler
2018,Freiburg,Bundesliga,Lucas Höler,GER,"MF,FW",23,1994,10.1,20,12,7,8,5,6,23,26.1,17,250,70,28,72,106,72,18,1,0,17,3,23,12,1,https://fbref.com/en/players/ca618d23/Lucas-Holer
2018,Freiburg,Bundesliga,Bartosz Kapustka,POL,"FW,MF",20,1996,2.6,5,4,2,3,0,1,3,33.3,2,89,22,24.7,14,51,24,3,0,0,3,2,7,2,0,https://fbref.com/en/players/7364c4d1/Bartosz-Kapustka
2018,Freiburg,Bundesliga,Florian Kath,GER,"FW,MF",22,1994,7.5,12,8,2,8,2,8,16,50,8,193,51,26.4,40,106,47,11,0,0,11,4,16,1,0,https://fbref.com/en/players/6a81a181/Florian-Kath
2018,Freiburg,Bundesliga,Marc-Oliver Kempf,GER,DF,22,1995,10,9,5,9,0,0,1,5,20,4,76,31,40.8,48,25,3,18,7,0,11,10,19,75,0,https://fbref.com/en/players/815c314f/Marc-Oliver-Kempf
2018,Freiburg,Bundesliga,Ryan Kent,ENG,"FW,MF",20,1996,2.7,3,3,1,2,0,0,2,0,2,95,17,17.9,11,50,34,4,0,0,4,0,3,1,0,https://fbref.com/en/players/316de854/Ryan-Kent
2018,Freiburg,Bundesliga,Tim Kleindienst,GER,FW,21,1995,12.6,22,12,6,10,6,5,22,22.7,17,423,100,23.6,55,210,158,19,3,0,16,4,26,22,0,https://fbref.com/en/players/258a6f4d/Tim-Kleindienst
2018,Freiburg,Bundesliga,Robin Koch,GER,"MF,DF",21,1996,21.3,35,23,24,11,0,5,12,41.7,7,226,84,37.2,127,90,9,37,13,0,24,25,60,103,1,https://fbref.com/en/players/ea6bc03a/Robin-Koch
2018,Freiburg,Bundesliga,Lukas Kübler,GER,DF,24,1992,12.8,28,12,16,10,2,6,17,35.3,11,141,39,27.7,74,58,9,19,5,1,14,11,39,68,0,https://fbref.com/en/players/2a29eb9b/Lukas-Kubler
2018,Freiburg,Bundesliga,Philipp Lienhart,AUT,DF,21,1996,9.6,10,2,8,2,0,1,9,11.1,8,51,12,23.5,40,11,0,21,12,0,9,5,15,47,0,https://fbref.com/en/players/302527b2/Philipp-Lienhart
2018,Freiburg,Bundesliga,Florian Niederlechner,GER,"FW,MF",26,1990,7.7,6,4,2,2,2,1,4,25,3,179,33,18.4,28,95,56,8,3,0,5,1,7,5,0,https://fbref.com/en/players/d6862409/Florian-Niederlechner
2018,Freiburg,Bundesliga,Nils Petersen,GER,FW,28,1988,24.9,26,16,8,16,2,8,24,33.3,16,626,145,23.2,57,322,247,24,2,0,22,15,41,29,0,https://fbref.com/en/players/f93e6e94/Nils-Petersen
2018,Freiburg,Bundesliga,Yoric Ravet,FRA,"MF,FW",27,1989,5.5,7,5,2,4,1,2,8,25,6,114,32,28.1,31,56,27,7,0,0,7,3,10,5,0,https://fbref.com/en/players/4d74201d/Yoric-Ravet
2018,Freiburg,Bundesliga,Julian Schuster,GER,"DF,MF",32,1985,14.5,15,9,6,7,2,6,11,54.5,5,119,34,28.6,58,51,10,24,13,0,11,10,25,68,1,https://fbref.com/en/players/d0421d25/Julian-Schuster
2018,Freiburg,Bundesliga,Alexander Schwolow,GER,GK,25,1992,32.3,0,0,0,0,0,0,1,0,1,4,1,25,1,0,3,1,0,0,1,0,0,3,2,https://fbref.com/en/players/0d55d942/Alexander-Schwolow
2018,Freiburg,Bundesliga,Vincent Sierro,SUI,"MF,FW",21,1995,2.4,9,5,2,7,0,1,4,25,3,57,20,35.1,6,38,13,1,1,0,0,3,12,0,0,https://fbref.com/en/players/92ffb8f9/Vincent-Sierro
2018,Freiburg,Bundesliga,Çağlar Söyüncü,TUR,DF,21,1996,23.9,42,22,24,16,2,13,31,41.9,18,252,84,33.3,174,70,8,41,21,0,20,35,77,154,1,https://fbref.com/en/players/21166ff4/Caglar-Soyuncu
2018,Freiburg,Bundesliga,Caleb Stanko,USA,"DF,MF",24,1993,2.1,3,1,2,1,0,1,3,33.3,2,25,6,24,9,13,3,4,0,0,4,1,4,18,0,https://fbref.com/en/players/381e52af/Caleb-Stanko
2018,Freiburg,Bundesliga,Pascal Stenzel,GER,"DF,MF",21,1996,21.6,57,38,34,22,1,20,53,37.7,33,433,122,28.2,216,178,39,30,3,0,27,20,77,48,0,https://fbref.com/en/players/99f7e9aa/Pascal-Stenzel
2018,Freiburg,Bundesliga,Marco Terrazzino,GER,"MF,FW",26,1991,16.5,22,15,9,8,5,10,29,34.5,19,369,83,22.5,87,181,101,25,0,0,25,12,34,13,0,https://fbref.com/en/players/7e689867/Marco-Terrazzino
2018,Hamburger SV,Bundesliga,Stephan Ambrosius,GER,DF,18,1998,0.5,1,1,1,0,0,1,1,100,0,4,3,75,3,1,0,1,1,0,0,0,1,5,0,https://fbref.com/en/players/2930c9d8/Stephan-Ambrosius
2018,Hamburger SV,Bundesliga,Jann-Fiete Arp,GER,FW,17,2000,9.4,6,5,0,2,4,1,10,10,9,220,62,28.2,14,79,127,9,1,0,8,2,8,8,0,https://fbref.com/en/players/c21fb312/Jann-Fiete-Arp
2018,Hamburger SV,Bundesliga,Dennis Diekmeier,GER,DF,27,1989,20.8,49,22,35,8,6,14,28,50,14,185,66,35.7,94,61,30,35,12,0,23,10,59,42,0,https://fbref.com/en/players/6873f3bc/Dennis-Diekmeier
2018,Hamburger SV,Bundesliga,Rick van Drongelen,NED,DF,18,1998,16,29,20,22,7,0,18,37,48.6,19,190,72,37.9,128,48,14,32,10,0,22,13,42,75,1,https://fbref.com/en/players/f0797d57/Rick-van-Drongelen
2018,Hamburger SV,Bundesliga,Albin Ekdal,SWE,MF,28,1989,12.3,31,25,16,14,1,9,25,36,16,225,86,38.2,89,116,20,17,4,0,13,13,44,26,0,https://fbref.com/en/players/f503ea63/Albin-Ekdal
2018,Hamburger SV,Bundesliga,Mohamed Gouaida,TUN,MF,24,1993,0.6,2,1,1,1,0,0,0,NA,0,9,2,22.2,4,5,0,3,0,0,3,1,3,2,0,https://fbref.com/en/players/d45472b2/Mohamed-Gouaida
2018,Hamburger SV,Bundesliga,André Hahn,GER,"FW,MF",26,1990,15.1,25,11,15,6,4,5,40,12.5,35,407,96,23.6,81,201,125,30,3,0,27,4,29,19,0,https://fbref.com/en/players/cd82452e/Andre-Hahn
2018,Hamburger SV,Bundesliga,Lewis Holtby,GER,"MF,FW",26,1990,13.3,35,20,11,20,4,8,26,30.8,18,290,78,26.9,101,137,52,21,1,0,20,7,42,15,0,https://fbref.com/en/players/410ab123/Lewis-Holtby
2018,Hamburger SV,Bundesliga,Aaron Hunt,GER,"MF,FW",30,1986,23.1,30,22,12,16,2,5,37,13.5,32,484,135,27.9,102,261,121,30,2,0,28,14,44,21,0,https://fbref.com/en/players/5f9f0531/Aaron-Hunt
2018,Hamburger SV,Bundesliga,Tatsuya Ito,JPN,"MF,FW",20,1997,11.2,15,6,3,7,5,4,23,17.4,19,234,71,30.3,55,114,65,22,0,0,22,4,19,1,0,https://fbref.com/en/players/6743cef5/Tatsuya-Ito
2018,Hamburger SV,Bundesliga,Vasilije Janjicic,SUI,MF,18,1998,3.6,12,7,4,8,0,3,6,50,3,68,29,42.6,28,31,9,9,2,0,7,0,12,7,0,https://fbref.com/en/players/8279c033/Vasilije-Janjicic
2018,Hamburger SV,Bundesliga,Bakery Jatta,GAM,"MF,FW",19,1998,3.3,11,8,2,9,0,1,2,50,1,84,33,39.3,11,37,36,7,1,0,6,2,13,5,0,https://fbref.com/en/players/34c313d5/Bakery-Jatta
2018,Hamburger SV,Bundesliga,Gideon Jung,GER,"MF,DF",22,1994,28.6,54,31,30,22,2,12,36,33.3,24,381,131,34.4,159,193,29,44,12,1,32,28,82,78,0,https://fbref.com/en/players/a2e7de6f/Gideon-Jung
2018,Hamburger SV,Bundesliga,Törles Knöll,GER,MF,19,1997,0.2,0,0,0,0,0,0,0,NA,0,3,1,33.3,0,1,2,1,0,0,1,0,0,0,0,https://fbref.com/en/players/b883006f/Torles-Knoll
2018,Hamburger SV,Bundesliga,Filip Kostić,SRB,"FW,MF",24,1992,27.1,47,23,18,17,12,10,35,28.6,25,500,156,31.2,96,230,174,34,1,0,33,11,58,15,0,https://fbref.com/en/players/b1cd37e6/Filip-Kostic
2018,Hamburger SV,Bundesliga,Christian Mathenia,GER,GK,25,1992,24,0,0,0,0,0,0,3,0,3,6,0,0,6,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/4a15e95b/Christian-Mathenia
2018,Hamburger SV,Bundesliga,Ville Matti Steinmann,GER,MF,22,1995,6.6,15,12,5,8,2,4,21,19,17,124,46,37.1,44,69,11,8,1,0,7,14,29,16,0,https://fbref.com/en/players/ee57792b/Ville-Matti-Steinmann
2018,Hamburger SV,Bundesliga,Mërgim Mavraj,ALB,DF,31,1986,16.1,35,19,27,8,0,10,31,32.3,21,168,47,28,103,59,6,35,13,0,22,13,48,113,2,https://fbref.com/en/players/0eb5720b/Mergim-Mavraj
2018,Hamburger SV,Bundesliga,Nicolai Müller,GER,"DF,MF",29,1987,1.1,2,1,0,1,1,1,1,100,0,7,0,0,0,3,4,1,0,0,1,0,2,0,0,https://fbref.com/en/players/5e1df051/Nicolai-Muller
2018,Hamburger SV,Bundesliga,Kyriakos Papadopoulos,GRE,DF,25,1992,29,58,38,39,19,0,21,64,32.8,43,259,88,34,156,101,2,64,36,0,28,30,88,212,1,https://fbref.com/en/players/931b7c30/Kyriakos-Papadopoulos
2018,Hamburger SV,Bundesliga,Julian Pollersbeck,GER,GK,22,1994,10,0,0,0,0,0,0,1,0,1,3,0,0,3,0,0,0,0,0,0,0,0,1,0,https://fbref.com/en/players/d6f6ce93/Julian-Pollersbeck
2018,Hamburger SV,Bundesliga,Gōtoku Sakai,JPN,"DF,MF",26,1991,25.4,48,35,21,21,6,18,48,37.5,30,460,141,30.7,190,214,56,48,12,2,36,31,79,61,2,https://fbref.com/en/players/c8e25f78/Gotoku-Sakai
2018,Hamburger SV,Bundesliga,Sejad Salihović,BIH,MF,32,1984,4.1,6,5,3,2,1,0,4,0,4,73,22,30.1,10,42,21,7,1,0,6,4,10,0,0,https://fbref.com/en/players/a4e14205/Sejad-Salihovic
2018,Hamburger SV,Bundesliga,Douglas Santos,BRA,DF,23,1994,26.4,89,51,53,33,3,37,80,46.3,43,482,162,33.6,221,212,49,77,2,0,75,33,122,90,2,https://fbref.com/en/players/c50e5bba/Douglas-Santos
2018,Hamburger SV,Bundesliga,Sven Schipplock,GER,"FW,MF",28,1988,3.8,3,3,1,2,0,0,3,0,3,120,27,22.5,11,62,47,4,0,0,4,1,4,2,0,https://fbref.com/en/players/53eeaf6a/Sven-Schipplock
2018,Hamburger SV,Bundesliga,Josha Vagnoman,GER,DF,16,2000,0.2,1,1,0,1,0,1,1,100,0,12,2,16.7,5,7,0,0,0,0,0,0,1,0,0,https://fbref.com/en/players/fb377d11/Josha-Vagnoman
2018,Hamburger SV,Bundesliga,Walace,BRA,MF,22,1995,14.6,25,18,12,11,2,9,39,23.1,30,257,81,31.5,96,131,30,31,2,0,29,9,34,19,0,https://fbref.com/en/players/26db8853/Walace
2018,Hamburger SV,Bundesliga,Luca Waldschmidt,GER,"MF,FW",21,1996,8.8,5,4,1,3,1,1,11,9.1,10,165,51,30.9,28,89,48,11,1,0,10,3,8,2,0,https://fbref.com/en/players/e5a35ae9/Luca-Waldschmidt
2018,Hamburger SV,Bundesliga,Bobby Wood,USA,"FW,MF",24,1992,17.9,10,5,2,4,4,1,7,14.3,6,346,122,35.3,27,156,163,6,0,0,6,0,10,13,0,https://fbref.com/en/players/9853983f/Bobby-Wood
2018,Hannover 96,Bundesliga,Miiko Albornoz,CHI,DF,26,1990,7.8,23,13,14,5,4,9,21,42.9,12,132,37,28,69,42,21,19,3,0,16,5,28,26,0,https://fbref.com/en/players/d459281d/Miiko-Albornoz
2018,Hannover 96,Bundesliga,Waldemar Anton,GER,"DF,MF",21,1996,25.3,57,35,35,17,5,27,62,43.5,35,390,136,34.9,217,153,20,70,28,3,42,31,88,143,2,https://fbref.com/en/players/5e66fa06/Waldemar-Anton
2018,Hannover 96,Bundesliga,Marvin Bakalorz,GER,MF,27,1989,22.8,35,19,14,19,2,15,56,26.8,41,479,140,29.2,111,288,80,50,8,0,42,24,59,48,1,https://fbref.com/en/players/04c11885/Marvin-Bakalorz
2018,Hannover 96,Bundesliga,Noah Joel Sarenren Bazee,NGA,"FW,MF",20,1996,1.3,2,1,0,0,2,2,2,100,0,17,5,29.4,2,5,10,1,0,0,1,2,4,3,0,https://fbref.com/en/players/fbbc8e15/Noah-Joel-Sarenren-Bazee
2018,Hannover 96,Bundesliga,Ihlas Bebou,TOG,"MF,FW",23,1994,23.8,39,25,16,16,7,8,25,32,17,403,101,25.1,115,198,90,35,3,0,32,13,52,23,0,https://fbref.com/en/players/a53b661f/Ihlas-Bebou
2018,Hannover 96,Bundesliga,Charlison Benschop,CUW,"MF,FW",27,1989,2,5,4,2,3,0,1,10,10,9,62,12,19.4,14,35,13,0,0,0,0,2,7,2,0,https://fbref.com/en/players/fc93fdf1/Charlison-Benschop
2018,Hannover 96,Bundesliga,Josip Elez,CRO,DF,23,1994,8.6,17,14,14,1,2,4,14,28.6,10,96,39,40.6,67,26,3,16,7,0,9,9,26,41,0,https://fbref.com/en/players/eafac393/Josip-Elez
2018,Hannover 96,Bundesliga,Michael Esser,GER,GK,29,1987,3,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,https://fbref.com/en/players/83e0eeb4/Michael-Esser
2018,Hannover 96,Bundesliga,Felipe,BRA,DF,30,1987,5.1,7,4,6,1,0,0,4,0,4,52,15,28.8,32,18,2,8,3,0,5,7,14,24,0,https://fbref.com/en/players/de164de6/Felipe
2018,Hannover 96,Bundesliga,Iver Fossum,NOR,MF,21,1996,14.5,25,13,8,14,3,7,39,17.9,32,375,125,33.3,130,180,65,32,4,0,28,13,38,19,0,https://fbref.com/en/players/ce218223/Iver-Fossum
2018,Hannover 96,Bundesliga,Niclas Füllkrug,GER,FW,24,1993,26.5,14,8,2,8,4,5,22,22.7,17,486,131,27,33,257,196,25,6,0,19,8,22,25,0,https://fbref.com/en/players/4f16405e/Niclas-Fullkrug
2018,Hannover 96,Bundesliga,Martin Harnik,AUT,"FW,MF",30,1987,21,15,5,5,7,3,2,30,6.7,28,514,143,27.8,63,273,178,24,1,0,23,3,18,20,0,https://fbref.com/en/players/99b7584f/Martin-Harnik
2018,Hannover 96,Bundesliga,Timo Hübers,GER,DF,21,1996,5,15,12,13,2,0,8,15,53.3,7,87,29,33.3,61,23,3,15,7,0,8,9,24,35,0,https://fbref.com/en/players/94302c52/Timo-Hubers
2018,Hannover 96,Bundesliga,Florian Hübner,GER,DF,26,1991,3.6,9,6,7,2,0,4,10,40,6,37,13,35.1,26,8,3,4,1,0,3,5,14,19,0,https://fbref.com/en/players/e87ad81a/Florian-Hubner
2018,Hannover 96,Bundesliga,Jonathas,BRA,FW,28,1989,7,3,2,0,2,1,1,3,33.3,2,122,39,32,1,65,56,5,2,0,3,0,3,12,0,https://fbref.com/en/players/531807b3/Jonathas
2018,Hannover 96,Bundesliga,Kenan Karaman,TUR,"MF,FW",23,1994,9.5,15,6,10,5,0,7,13,53.8,6,162,39,24.1,42,86,34,13,3,0,10,4,19,12,0,https://fbref.com/en/players/8f0f2230/Kenan-Karaman
2018,Hannover 96,Bundesliga,Felix Klaus,GER,"MF,FW",24,1992,22,46,28,19,19,8,7,44,15.9,37,478,137,28.7,111,260,107,35,4,0,31,8,54,19,0,https://fbref.com/en/players/aeda1f69/Felix-Klaus
2018,Hannover 96,Bundesliga,Julian Korb,GER,DF,25,1992,26,38,24,23,12,3,17,69,24.6,52,462,116,25.1,230,159,73,41,2,0,39,17,55,70,0,https://fbref.com/en/players/3dffff26/Julian-Korb
2018,Hannover 96,Bundesliga,Sebastian Maier,GER,MF,23,1993,2.9,7,5,4,3,0,2,10,20,8,88,25,28.4,26,47,15,9,1,0,8,4,11,4,0,https://fbref.com/en/players/e8385ec4/Sebastian-Maier
2018,Hannover 96,Bundesliga,Linton Maina,GER,MF,18,1999,0.1,1,0,0,0,1,0,1,0,1,10,2,20,2,5,3,1,0,0,1,0,1,0,0,https://fbref.com/en/players/e5d85da8/Linton-Maina
2018,Hannover 96,Bundesliga,Matthias Ostrzolek,GER,DF,27,1990,26.4,60,31,40,15,5,20,47,42.6,27,367,117,31.9,196,135,36,52,12,0,40,19,79,67,1,https://fbref.com/en/players/1cd87320/Matthias-Ostrzolek
2018,Hannover 96,Bundesliga,Salif Sané,SEN,DF,26,1990,32,53,35,38,14,1,21,54,38.9,33,283,93,32.9,207,73,3,65,34,1,31,31,84,270,4,https://fbref.com/en/players/791abba1/Salif-Sane
2018,Hannover 96,Bundesliga,Manuel Schmiedebach,GER,MF,28,1988,1.8,5,2,5,0,0,3,9,33.3,6,51,14,27.5,26,21,4,6,0,0,6,3,8,3,0,https://fbref.com/en/players/d8f5dc3d/Manuel-Schmiedebach
2018,Hannover 96,Bundesliga,Pirmin Schwegler,SUI,MF,30,1987,25.8,72,45,28,40,4,20,61,32.8,41,428,134,31.3,144,237,47,32,6,0,26,36,108,55,0,https://fbref.com/en/players/5528407e/Pirmin-Schwegler
2018,Hannover 96,Bundesliga,Oliver Sorg,GER,DF,27,1990,18.7,56,28,30,25,1,17,59,28.8,42,275,68,24.7,132,124,19,30,7,0,23,30,86,83,0,https://fbref.com/en/players/541cdd20/Oliver-Sorg
2018,Hannover 96,Bundesliga,Philipp Tschauner,GER,GK,31,1985,31,0,0,0,0,0,0,2,0,2,3,1,33.3,3,0,0,2,0,0,2,0,0,0,0,https://fbref.com/en/players/73e2f6eb/Philipp-Tschauner
2018,Hertha BSC,Bundesliga,Per Ciljan Skjelbred,NOR,MF,30,1987,24.3,75,45,22,48,5,17,43,39.5,26,504,134,26.6,185,265,54,40,5,0,35,26,101,38,0,https://fbref.com/en/players/ecab64a0/Per-Ciljan-Skjelbred
2018,Hertha BSC,Bundesliga,Palkó Dárdai,HUN,FW,18,1999,0.3,0,0,0,0,0,0,0,NA,0,10,1,10,3,3,4,1,0,0,1,0,0,0,0,https://fbref.com/en/players/db7161ed/Palko-Dardai
2018,Hertha BSC,Bundesliga,Vladimír Darida,CZE,MF,26,1990,18.2,33,27,12,19,2,5,24,20.8,19,326,85,26.1,74,178,74,23,5,0,18,20,53,32,0,https://fbref.com/en/players/3eb0f2df/Vladimir-Darida
2018,Hertha BSC,Bundesliga,Ondrej Duda,SVK,MF,22,1994,8.3,14,11,6,7,1,3,17,17.6,14,209,54,25.8,31,131,47,14,0,0,14,6,20,5,0,https://fbref.com/en/players/79ca3e23/Ondrej-Duda
2018,Hertha BSC,Bundesliga,Alexander Esswein,GER,"FW,MF",27,1990,6.9,19,10,13,5,1,6,20,30,14,221,50,22.6,64,104,53,7,0,0,7,7,26,8,0,https://fbref.com/en/players/b48215cd/Alexander-Esswein
2018,Hertha BSC,Bundesliga,Genki Haraguchi,JPN,"MF,FW",26,1991,2.3,7,6,2,4,1,0,6,0,6,58,8,13.8,17,31,10,3,0,0,3,2,9,3,0,https://fbref.com/en/players/f24ea523/Genki-Haraguchi
2018,Hertha BSC,Bundesliga,Vedad Ibišević,BIH,FW,32,1984,16.1,8,6,1,5,2,1,7,14.3,6,310,79,25.5,28,168,114,9,2,0,7,4,12,19,0,https://fbref.com/en/players/c3fd9887/Vedad-Ibisevic
2018,Hertha BSC,Bundesliga,Rune Jarstein,NOR,GK,32,1984,31,0,0,0,0,0,0,1,0,1,2,1,50,2,0,0,0,0,0,0,0,0,1,1,https://fbref.com/en/players/27d2618c/Rune-Jarstein
2018,Hertha BSC,Bundesliga,Salomon Kalou,CIV,"FW,MF",31,1985,24.5,18,11,10,6,2,7,27,25.9,20,431,106,24.6,88,239,104,40,4,0,36,13,31,17,0,https://fbref.com/en/players/2042d931/Salomon-Kalou
2018,Hertha BSC,Bundesliga,Thomas Kraft,GER,GK,29,1988,3,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/bb25c778/Thomas-Kraft
2018,Hertha BSC,Bundesliga,Sebastian Langkamp,GER,DF,29,1988,10.6,15,8,8,7,0,7,11,63.6,4,79,21,26.6,49,29,1,14,7,0,7,19,34,63,0,https://fbref.com/en/players/74d70fb5/Sebastian-Langkamp
2018,Hertha BSC,Bundesliga,Valentino Lazaro,AUT,"MF,FW",21,1996,20.7,31,24,11,11,9,13,43,30.2,30,538,128,23.8,155,254,129,31,2,0,29,12,43,37,0,https://fbref.com/en/players/016ff750/Valentino-Lazaro
2018,Hertha BSC,Bundesliga,Mathew Leckie,AUS,"FW,MF",26,1991,20.6,31,25,15,12,4,9,27,33.3,18,484,103,21.3,158,240,86,29,4,0,25,21,52,34,1,https://fbref.com/en/players/b93b7882/Mathew-Leckie
2018,Hertha BSC,Bundesliga,Fabian Lustenberger,SUI,"MF,DF",29,1988,17.6,47,25,25,20,2,13,26,50,13,300,94,31.3,129,147,24,40,11,1,29,23,70,94,2,https://fbref.com/en/players/a63a995f/Fabian-Lustenberger
2018,Hertha BSC,Bundesliga,Arne Maier,GER,MF,18,1999,13.6,29,18,15,14,0,11,27,40.7,16,469,129,27.5,159,264,46,30,5,0,25,13,42,28,0,https://fbref.com/en/players/ab700320/Arne-Maier
2018,Hertha BSC,Bundesliga,Maximilian Mittelstädt,GER,"MF,DF",20,1997,4.7,18,8,14,4,0,6,18,33.3,12,120,35,29.2,51,55,14,13,1,0,12,8,26,10,0,https://fbref.com/en/players/88d4144a/Maximilian-Mittelstadt
2018,Hertha BSC,Bundesliga,Peter Pekarík,SVK,DF,30,1986,15.3,38,16,15,18,5,10,22,45.5,12,229,71,31,109,94,26,35,4,0,31,15,53,57,0,https://fbref.com/en/players/c18d22f5/Peter-Pekarik
2018,Hertha BSC,Bundesliga,Marvin Plattenhardt,GER,DF,25,1992,33,59,32,39,17,3,25,45,55.6,20,362,119,32.9,216,112,34,51,8,0,43,19,78,99,0,https://fbref.com/en/players/f7aa75bd/Marvin-Plattenhardt
2018,Hertha BSC,Bundesliga,Karim Rekik,NED,DF,22,1994,25.6,30,17,24,6,0,9,15,60,6,177,56,31.6,118,55,4,35,12,1,23,22,52,155,0,https://fbref.com/en/players/3376a776/Karim-Rekik
2018,Hertha BSC,Bundesliga,Julian Schieber,GER,"MF,FW",28,1989,0.6,1,1,0,0,1,1,1,100,0,22,5,22.7,5,10,7,0,0,0,0,0,1,1,0,https://fbref.com/en/players/37c213cf/Julian-Schieber
2018,Hertha BSC,Bundesliga,Davie Selke,GER,FW,22,1995,21,10,7,3,4,3,1,8,12.5,7,418,89,21.3,26,224,168,22,3,0,19,5,15,18,0,https://fbref.com/en/players/1238a3f9/Davie-Selke
