Season_End_Year,Squad,Comp,Player,Nation,Pos,Age,Born,Mins_Per_90,Att,Live_Pass,Dead_Pass,FK_Pass,TB_Pass,Press_Pass,Sw_Pass,Crs_Pass,CK_Pass,In_Corner,Out_Corner,Str_Corner,Ground_Height,Low_Height,High_Height,Left_Body,Right_Body,Head_Body,TI_Body,Other_Body,Cmp_Outcomes,Off_Outcomes,Out_Outcomes,Int_Outcomes,Blocks_Outcomes,Url
2020,Augsburg,Bundesliga,Florian Niederlechner,GER,"FW,MF",28,1990,30.2,502,430,72,1,4,128,10,21,0,0,0,0,308,111,83,76,347,37,1,10,369,2,7,11,32,https://fbref.com/en/players/d6862409/Florian-Niederlechner
2020,Augsburg,Bundesliga,Reece Oxford,ENG,MF,20,1998,4.2,93,91,2,2,0,23,2,0,0,0,0,0,51,21,21,5,73,10,0,0,61,1,5,2,3,https://fbref.com/en/players/8b6e0db2/Reece-Oxford
2020,Augsburg,Bundesliga,Mads Pedersen,DEN,DF,22,1996,1.1,33,19,14,2,0,5,2,5,1,0,0,0,14,7,12,19,2,1,11,0,25,0,0,1,0,https://fbref.com/en/players/582a5247/Mads-Pedersen
2020,Augsburg,Bundesliga,Marco Richter,GER,"MF,FW",21,1997,25.3,596,570,26,6,8,156,42,38,7,3,3,0,276,147,173,144,384,30,11,7,361,6,19,20,35,https://fbref.com/en/players/f972644c/Marco-Richter
2020,Augsburg,Bundesliga,Julian Schieber,GER,FW,30,1989,0.5,14,12,2,0,0,4,0,1,0,0,0,0,8,6,0,11,2,1,0,0,11,0,1,1,0,https://fbref.com/en/players/37c213cf/Julian-Schieber
2020,Augsburg,Bundesliga,Marek Suchý,CZE,DF,31,1988,4.4,192,187,5,5,0,35,4,0,0,0,0,0,124,36,32,60,120,6,0,0,164,0,1,1,4,https://fbref.com/en/players/c5224618/Marek-Suchy
2020,Augsburg,Bundesliga,Georg Teigl,AUT,"DF,MF",28,1991,1.2,28,22,6,2,0,7,0,0,0,0,0,0,16,5,7,4,18,2,4,0,23,0,0,1,1,https://fbref.com/en/players/c8cfb04d/Georg-Teigl
2020,Augsburg,Bundesliga,Ruben Vargas,SUI,"FW,MF",20,1998,28.1,657,623,34,4,2,152,6,28,4,1,2,1,353,163,141,86,492,37,26,2,420,5,25,16,44,https://fbref.com/en/players/6ecbddf6/Ruben-Vargas
2020,Bayern Munich,Bundesliga,David Alaba,AUT,DF,27,1992,27.8,2478,2375,103,44,7,263,52,25,4,0,1,0,1938,283,257,2081,276,46,55,6,2250,1,21,20,26,https://fbref.com/en/players/05439de2/David-Alaba
2020,Bayern Munich,Bundesliga,Thiago Alcántara,ESP,MF,28,1991,19.7,1840,1777,63,55,2,334,89,7,3,1,1,1,1259,297,284,126,1632,49,4,6,1649,5,23,24,22,https://fbref.com/en/players/77e84962/Thiago-Alcantara
2020,Bayern Munich,Bundesliga,Oliver Batista-Meier,GER,FW,18,2001,0.1,4,4,0,0,0,2,0,0,0,0,0,0,3,1,0,1,3,0,0,0,3,0,0,0,0,https://fbref.com/en/players/b7828a08/Oliver-Batista-Meier
2020,Bayern Munich,Bundesliga,Jérôme Boateng,GER,DF,30,1988,20,1702,1661,41,36,7,168,36,5,0,0,0,0,1294,157,251,423,1178,72,5,1,1532,5,18,10,7,https://fbref.com/en/players/2db2fd7b/Jerome-Boateng
2020,Bayern Munich,Bundesliga,Kingsley Coman,FRA,"FW,MF",23,1996,16.7,797,792,5,0,0,186,33,75,2,0,0,0,571,112,114,160,600,13,3,5,611,3,15,24,38,https://fbref.com/en/players/042e8a49/Kingsley-Coman
2020,Bayern Munich,Bundesliga,Philippe Coutinho,BRA,"MF,FW",27,1992,15.7,867,806,61,12,6,194,40,18,27,15,4,4,605,147,115,66,761,16,10,9,709,4,17,21,19,https://fbref.com/en/players/0ef89a37/Philippe-Coutinho
2020,Bayern Munich,Bundesliga,Mickaël Cuisance,FRA,"MF,FW",19,1999,3.4,192,172,20,4,0,23,9,3,13,5,0,5,137,29,26,159,29,3,1,0,156,0,5,8,5,https://fbref.com/en/players/5722eced/Mickael-Cuisance
2020,Bayern Munich,Bundesliga,Leon Dajaku,GER,"DF,FW",18,2001,0.1,6,5,1,0,0,1,0,0,0,0,0,0,5,1,0,0,5,0,1,0,5,0,0,1,0,https://fbref.com/en/players/aeaf1bc1/Leon-Dajaku
2020,Bayern Munich,Bundesliga,Alphonso Davies,CAN,DF,18,2000,24.8,1834,1564,270,26,1,242,19,68,0,0,0,0,1300,358,176,1270,238,62,243,6,1585,4,17,35,53,https://fbref.com/en/players/d781d855/Alphonso-Davies
2020,Bayern Munich,Bundesliga,Serge Gnabry,GER,"FW,MF",24,1995,24.4,1128,1091,37,3,5,197,17,73,1,0,0,0,837,196,95,260,794,32,33,5,883,4,17,37,52,https://fbref.com/en/players/88e357ef/Serge-Gnabry
2020,Bayern Munich,Bundesliga,Leon Goretzka,GER,MF,24,1995,16.8,924,909,15,6,2,157,19,6,0,0,0,0,684,143,97,53,802,38,2,9,799,4,13,15,22,https://fbref.com/en/players/cc86b9a3/Leon-Goretzka
2020,Bayern Munich,Bundesliga,Lucas Hernández,FRA,DF,23,1996,10.2,819,758,61,19,0,77,11,7,0,0,0,0,648,72,99,706,34,25,42,3,723,2,8,6,13,https://fbref.com/en/players/c3ee18ef/Lucas-Hernandez
2020,Bayern Munich,Bundesliga,Joshua Kimmich,GER,"MF,DF",24,1995,31.3,2847,2488,359,105,13,429,144,69,169,50,74,25,1909,372,566,386,2279,75,84,8,2440,8,33,31,39,https://fbref.com/en/players/49296448/Joshua-Kimmich
2020,Bayern Munich,Bundesliga,Robert Lewandowski,POL,FW,30,1988,30.7,783,758,25,5,6,227,14,27,0,0,0,0,526,151,106,85,619,31,0,12,592,6,12,18,40,https://fbref.com/en/players/8d78e732/Robert-Lewandowski
2020,Bayern Munich,Bundesliga,Javi Martínez,ESP,"DF,MF",30,1988,7.5,580,572,8,8,1,80,18,0,0,0,0,0,466,45,69,103,441,22,0,2,533,1,5,4,2,https://fbref.com/en/players/7f97771d/Javi-Martinez
2020,Bayern Munich,Bundesliga,Thomas Müller,GER,"MF,FW",29,1989,25.1,1359,1286,73,6,10,276,36,96,11,0,1,0,805,302,252,189,1035,61,35,10,1023,10,28,32,55,https://fbref.com/en/players/3c6089ab/Thomas-Muller
2020,Bayern Munich,Bundesliga,Jamal Musiala,GER,MF,16,2003,0,6,6,0,0,0,1,0,0,0,0,0,0,5,1,0,2,4,0,0,0,5,0,0,1,0,https://fbref.com/en/players/2c0558b8/Jamal-Musiala
2020,Bayern Munich,Bundesliga,Manuel Neuer,GER,GK,33,1986,33,1446,1204,242,63,1,112,42,0,0,0,0,0,959,137,350,225,992,8,0,209,1272,2,18,4,2,https://fbref.com/en/players/8778c910/Manuel-Neuer
2020,Bayern Munich,Bundesliga,Álvaro Odriozola,ESP,DF,23,1995,1.7,109,96,13,0,0,25,1,12,0,0,0,0,74,23,12,2,92,1,13,0,90,0,2,2,7,https://fbref.com/en/players/1d1691ad/Alvaro-Odriozola
2020,Bayern Munich,Bundesliga,Kwasi Okyere Wriedt,GHA,FW,25,1994,0.2,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,3,1,0,0,0,3,0,1,0,0,https://fbref.com/en/players/7124239e/Kwasi-Okyere-Wriedt
2020,Bayern Munich,Bundesliga,Benjamin Pavard,FRA,DF,23,1996,31,2511,2262,249,38,1,250,40,68,0,0,0,0,1792,366,353,117,2066,70,211,9,2208,5,31,29,32,https://fbref.com/en/players/45a03961/Benjamin-Pavard
2020,Bayern Munich,Bundesliga,Ivan Perišić,CRO,"FW,MF",30,1989,13.4,632,596,36,3,1,142,27,74,9,1,3,0,370,145,117,213,331,45,24,9,448,2,11,15,35,https://fbref.com/en/players/6fe90922/Ivan-Perisic
2020,Bayern Munich,Bundesliga,Chris Richards,USA,DF,19,2000,0.1,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,1,3,0,0,0,4,0,0,0,0,https://fbref.com/en/players/0a3d6d2b/Chris-Richards
2020,Bayern Munich,Bundesliga,Renato Sanches,POR,MF,21,1997,0.1,8,8,0,0,0,0,0,1,0,0,0,0,8,0,0,0,8,0,0,0,7,0,0,0,0,https://fbref.com/en/players/032f894e/Renato-Sanches
2020,Bayern Munich,Bundesliga,Sarpreet Singh,NZL,"FW,MF",20,1999,0.8,29,29,0,0,0,5,0,0,0,0,0,0,19,5,5,20,5,3,0,0,22,0,1,1,1,https://fbref.com/en/players/4ba886c6/Sarpreet-Singh
2020,Bayern Munich,Bundesliga,Niklas Süle,GER,DF,23,1995,7.1,612,609,3,2,1,71,26,1,0,0,0,0,527,32,53,117,470,15,1,3,570,1,8,6,3,https://fbref.com/en/players/e33c06cf/Niklas-Sule
2020,Bayern Munich,Bundesliga,Corentin Tolisso,FRA,MF,24,1994,7.1,579,568,11,9,2,111,29,11,0,0,0,0,433,78,68,49,502,15,2,5,506,1,8,7,10,https://fbref.com/en/players/652d4c37/Corentin-Tolisso
2020,Bayern Munich,Bundesliga,Sven Ulreich,GER,GK,30,1988,1,52,42,10,0,0,7,1,0,0,0,0,0,35,3,14,6,41,0,0,5,44,0,3,0,1,https://fbref.com/en/players/7d3e7da6/Sven-Ulreich
2020,Bayern Munich,Bundesliga,Joshua Zirkzee,NED,"FW,MF",18,2001,3.3,88,87,1,0,1,19,0,2,0,0,0,0,59,21,8,21,58,5,0,1,67,0,1,1,4,https://fbref.com/en/players/028e70b9/Joshua-Zirkzee
2020,Dortmund,Bundesliga,Manuel Akanji,SUI,DF,24,1995,25.7,1929,1857,72,39,2,229,46,0,0,0,0,0,1586,174,169,448,1357,66,33,2,1767,2,27,10,18,https://fbref.com/en/players/89ac64a6/Manuel-Akanji
2020,Dortmund,Bundesliga,Paco Alcácer,ESP,FW,25,1993,5.9,112,95,17,0,0,15,3,2,1,0,0,0,62,32,18,15,85,7,0,3,84,0,4,8,2,https://fbref.com/en/players/a7a9d95a/Paco-Alcacer
2020,Dortmund,Bundesliga,Leonardo Balerdi,ARG,"DF,MF",20,1999,1.5,128,124,4,3,0,11,5,0,0,0,0,0,103,16,9,15,108,3,1,1,114,0,3,0,5,https://fbref.com/en/players/7c3ed041/Leonardo-Balerdi
2020,Dortmund,Bundesliga,Julian Brandt,GER,"MF,FW",23,1996,24.5,1677,1636,41,13,11,308,75,23,17,6,7,2,1229,282,166,267,1356,26,7,9,1395,4,26,39,44,https://fbref.com/en/players/a167537f/Julian-Brandt
2020,Dortmund,Bundesliga,Jacob Bruun Larsen,DEN,"FW,MF",20,1998,0.8,27,27,0,0,0,3,0,0,0,0,0,0,22,5,0,8,16,2,0,0,22,0,1,0,2,https://fbref.com/en/players/4e204552/Jacob-Bruun-Larsen
2020,Dortmund,Bundesliga,Roman Bürki,SUI,GK,28,1990,30.8,1047,796,251,47,0,86,16,0,0,0,0,0,638,109,300,209,642,1,0,181,831,2,26,1,0,https://fbref.com/en/players/9d12e142/Roman-Burki
2020,Dortmund,Bundesliga,Emre Can,GER,"MF,DF",25,1994,10.6,739,721,18,14,0,98,30,4,0,0,0,0,542,104,93,139,557,22,4,10,651,3,10,3,15,https://fbref.com/en/players/a65ce836/Emre-Can
2020,Dortmund,Bundesliga,Mahmoud Dahoud,GER,MF,23,1996,6.2,496,490,6,6,1,90,9,4,0,0,0,0,395,57,44,57,424,13,0,0,447,1,5,7,7,https://fbref.com/en/players/db4ed67b/Mahmoud-Dahoud
2020,Dortmund,Bundesliga,Thomas Delaney,DEN,MF,27,1991,9.2,586,572,14,13,0,130,15,1,0,0,0,0,412,99,75,466,82,23,1,3,506,3,7,4,7,https://fbref.com/en/players/fe641c1a/Thomas-Delaney
2020,Dortmund,Bundesliga,Mario Götze,GER,FW,27,1992,5.8,283,264,19,0,3,50,3,10,0,0,0,0,216,37,30,27,242,6,5,1,238,0,3,6,6,https://fbref.com/en/players/9efa1d25/Mario-Gotze
2020,Dortmund,Bundesliga,Raphaël Guerreiro,POR,DF,25,1993,25.9,2145,1906,239,43,1,285,33,45,28,10,8,2,1451,413,281,1812,101,49,168,6,1887,8,24,39,35,https://fbref.com/en/players/048a1cbc/Raphael-Guerreiro
2020,Dortmund,Bundesliga,Erling Haaland,NOR,FW,19,2000,11.8,236,210,26,0,0,68,0,4,0,0,0,0,161,47,28,152,50,10,3,3,174,2,2,2,14,https://fbref.com/en/players/1f44ac21/Erling-Haaland
2020,Dortmund,Bundesliga,Achraf Hakimi,MAR,"DF,FW",20,1998,30.2,2422,2141,281,18,6,351,54,89,8,2,3,0,1750,410,262,242,1856,49,255,5,2042,0,21,55,84,https://fbref.com/en/players/e42d61c7/Achraf-Hakimi
2020,Dortmund,Bundesliga,Thorgan Hazard,BEL,"FW,MF",26,1993,26.4,1251,1136,115,12,3,244,57,47,77,12,45,8,857,213,181,224,945,36,23,10,961,1,11,34,55,https://fbref.com/en/players/50871bcc/Thorgan-Hazard
2020,Dortmund,Bundesliga,Marwin Hitz,SUI,GK,31,1987,3.2,100,72,28,3,0,7,3,0,0,0,0,0,71,7,22,4,80,0,0,14,84,0,1,0,0,https://fbref.com/en/players/2e7ff968/Marwin-Hitz
2020,Dortmund,Bundesliga,Mats Hummels,GER,DF,30,1988,28.7,2234,2174,60,56,5,277,84,5,0,0,0,0,1573,258,403,667,1402,111,4,10,1974,7,35,23,23,https://fbref.com/en/players/05d548d8/Mats-Hummels
2020,Dortmund,Bundesliga,Mateu Morey,ESP,"DF,FW",19,2000,2.2,165,155,10,2,0,7,4,9,0,0,0,0,118,29,18,25,128,3,8,1,139,0,2,2,4,https://fbref.com/en/players/5fd5e542/Mateu-Morey
2020,Dortmund,Bundesliga,Łukasz Piszczek,POL,DF,34,1985,23.4,1973,1858,115,24,1,193,44,19,0,0,0,0,1505,237,231,116,1673,67,91,6,1733,2,20,25,25,https://fbref.com/en/players/fe2db476/Lukasz-Piszczek
2020,Dortmund,Bundesliga,Tobias Raschl,GER,MF,19,2000,0.3,16,16,0,0,0,0,1,0,0,0,0,0,14,2,0,2,13,1,0,0,15,0,0,0,0,https://fbref.com/en/players/bd992863/Tobias-Raschl
2020,Dortmund,Bundesliga,Marco Reus,GER,"MF,FW",30,1989,16.6,657,619,38,22,8,153,11,27,0,0,0,0,485,110,62,137,496,14,1,6,544,3,8,25,22,https://fbref.com/en/players/36a3ff67/Marco-Reus
2020,Dortmund,Bundesliga,Gio Reyna,USA,"MF,FW",16,2002,3.9,222,219,3,1,0,25,6,5,0,0,0,0,182,25,15,26,183,7,2,2,192,0,2,6,6,https://fbref.com/en/players/7fa4e703/Gio-Reyna
2020,Dortmund,Bundesliga,Jadon Sancho,ENG,"FW,MF",19,2000,25.4,1614,1518,96,15,9,313,34,46,57,18,14,6,1247,233,134,191,1361,32,24,6,1348,4,19,37,51,https://fbref.com/en/players/dbf053da/Jadon-Sancho
2020,Dortmund,Bundesliga,Marcel Schmelzer,GER,"DF,FW",31,1988,0.7,52,47,5,0,0,14,1,1,0,0,0,0,37,4,11,30,12,2,5,0,41,0,2,1,0,https://fbref.com/en/players/89565ac5/Marcel-Schmelzer
2020,Dortmund,Bundesliga,Nico Schulz,GER,DF,26,1993,6.6,454,403,51,6,0,68,6,16,0,0,0,0,339,85,30,312,86,11,45,0,389,0,6,11,13,https://fbref.com/en/players/fa274d97/Nico-Schulz
2020,Dortmund,Bundesliga,Julian Weigl,GER,"MF,DF",23,1995,11.3,824,807,17,16,1,117,38,0,0,0,0,0,644,108,72,87,710,15,1,1,753,0,12,8,11,https://fbref.com/en/players/346d51d9/Julian-Weigl
2020,Dortmund,Bundesliga,Axel Witsel,BEL,MF,30,1989,24.9,1794,1737,57,48,0,272,34,10,0,0,0,0,1545,160,89,130,1607,27,9,10,1688,1,9,13,17,https://fbref.com/en/players/5dfc6ad5/Axel-Witsel
2020,Dortmund,Bundesliga,Dan-Axel Zagadou,FRA,DF,20,1999,10.9,827,815,12,9,0,130,20,1,0,0,0,0,652,93,82,646,138,22,3,1,762,1,6,4,3,https://fbref.com/en/players/a4effc55/Dan-Axel-Zagadou
2020,Düsseldorf,Bundesliga,Opoku Ampomah,GHA,"FW,MF",23,1996,5.6,104,99,5,2,0,32,9,7,1,0,1,0,61,18,25,19,77,4,2,0,63,1,3,4,9,https://fbref.com/en/players/e7199efb/Opoku-Ampomah
2020,Düsseldorf,Bundesliga,Kaan Ayhan,TUR,DF,24,1994,30.3,1756,1627,129,45,6,266,111,17,0,0,0,0,1127,216,413,136,1452,60,84,6,1472,6,42,14,33,https://fbref.com/en/players/2200181e/Kaan-Ayhan
2020,Düsseldorf,Bundesliga,Lewis Baker,ENG,MF,24,1995,6.1,230,221,9,7,0,51,16,2,2,0,1,1,157,31,42,79,141,8,0,0,184,3,2,3,4,https://fbref.com/en/players/1b278bf5/Lewis-Baker
2020,Düsseldorf,Bundesliga,Aymen Barkok,MAR,"FW,MF",21,1998,0.9,29,28,1,1,0,5,2,0,0,0,0,0,18,4,7,4,21,3,0,0,17,0,0,3,1,https://fbref.com/en/players/a2a85828/Aymen-Barkok
2020,Düsseldorf,Bundesliga,Valon Berisha,KVX,"MF,FW",26,1993,10.5,401,383,18,4,0,82,17,9,7,1,3,0,236,105,60,49,318,19,7,3,331,4,13,9,6,https://fbref.com/en/players/d5575935/Valon-Berisha
2020,Düsseldorf,Bundesliga,Adam Bodzek,GER,MF,33,1985,22.4,709,689,20,18,0,152,42,3,0,0,0,0,426,141,142,42,574,60,2,9,584,1,14,10,10,https://fbref.com/en/players/bb8a42fa/Adam-Bodzek
2020,Düsseldorf,Bundesliga,Robin Bormuth,GER,DF,23,1995,2,74,71,3,3,0,14,6,0,0,0,0,0,45,10,19,13,51,5,0,2,59,0,4,0,1,https://fbref.com/en/players/d728acae/Robin-Bormuth
2020,Düsseldorf,Bundesliga,Oliver Fink,GER,"MF,FW",37,1982,7.5,266,261,5,2,1,93,5,7,0,0,0,0,127,76,63,76,118,28,1,3,160,1,11,8,20,https://fbref.com/en/players/316162b6/Oliver-Fink
2020,Düsseldorf,Bundesliga,Niko Gießelmann,GER,DF,27,1991,22.9,1135,878,257,52,1,147,43,45,21,6,12,2,545,213,377,795,80,54,183,1,858,0,20,17,28,https://fbref.com/en/players/7242b495/Niko-Giesselmann
2020,Düsseldorf,Bundesliga,Rouwen Hennings,GER,FW,31,1987,27.3,619,549,70,0,2,151,11,27,0,0,0,0,311,162,146,384,116,63,3,21,430,1,14,12,23,https://fbref.com/en/players/17611373/Rouwen-Hennings
2020,Düsseldorf,Bundesliga,André Hoffmann,GER,DF,26,1993,27,1335,1279,56,50,2,160,51,2,0,0,0,0,1057,110,168,286,945,72,6,1,1215,1,16,6,8,https://fbref.com/en/players/34b306a1/Andre-Hoffmann
2020,Düsseldorf,Bundesliga,Mathias Jørgensen,DEN,DF,29,1990,5.5,227,215,12,11,0,43,8,0,0,0,0,0,141,33,53,23,171,20,1,3,186,1,11,1,2,https://fbref.com/en/players/0db5d2c8/Mathias-Jorgensen
2020,Düsseldorf,Bundesliga,Kenan Karaman,TUR,FW,25,1994,15,335,317,18,0,0,116,2,22,0,0,0,0,196,80,59,60,220,16,1,7,224,0,6,9,19,https://fbref.com/en/players/8f0f2230/Kenan-Karaman
2020,Düsseldorf,Bundesliga,Florian Kastenmeier,GER,GK,22,1997,17,630,466,164,53,0,67,19,0,0,0,0,0,265,42,323,123,419,1,0,56,433,4,13,3,1,https://fbref.com/en/players/dc2e4736/Florian-Kastenmeier
2020,Düsseldorf,Bundesliga,Dawid Kownacki,POL,"FW,MF",22,1997,12.1,311,293,18,1,0,91,9,13,0,0,0,0,183,74,54,47,203,19,11,7,214,1,1,6,22,https://fbref.com/en/players/be5e1c4c/Dawid-Kownacki
2020,Düsseldorf,Bundesliga,Alfredo Morales,USA,MF,29,1990,19.2,591,581,10,5,3,173,21,10,0,0,0,0,326,121,144,79,373,68,2,7,425,3,13,10,18,https://fbref.com/en/players/ff45add5/Alfredo-Morales
2020,Düsseldorf,Bundesliga,Kasim Nuhu,GHA,DF,24,1995,11.1,509,492,17,17,0,85,36,0,0,0,0,0,350,75,84,31,448,20,0,2,414,1,12,12,4,https://fbref.com/en/players/93a50d2c/Kasim-Nuhu
2020,Düsseldorf,Bundesliga,Kelvin Ofori,GHA,"MF,FW",18,2001,0.4,22,22,0,0,0,5,1,0,0,0,0,0,20,1,1,17,4,0,0,0,20,0,0,1,0,https://fbref.com/en/players/1151fb6e/Kelvin-Ofori
2020,Düsseldorf,Bundesliga,Thomas Pledl,GER,"DF,MF",25,1994,1,38,36,2,0,0,11,0,7,0,0,0,0,22,9,7,5,30,1,2,0,21,0,1,1,5,https://fbref.com/en/players/1748c9f7/Thomas-Pledl
2020,Düsseldorf,Bundesliga,Steven Skrzybski,GER,"FW,MF",26,1992,5.9,129,126,3,0,0,34,2,7,0,0,0,0,67,37,25,22,92,9,3,2,84,0,4,2,14,https://fbref.com/en/players/58ce23e5/Steven-Skrzybski
2020,Düsseldorf,Bundesliga,Marcel Sobottka,GER,MF,25,1994,7.8,230,225,5,4,0,45,4,0,0,0,0,0,163,38,29,38,167,19,1,1,187,2,2,3,1,https://fbref.com/en/players/664590fa/Marcel-Sobottka
2020,Düsseldorf,Bundesliga,Zack Steffen,USA,GK,24,1995,17,620,407,213,69,0,47,30,0,0,0,0,0,253,44,323,42,453,1,0,101,441,2,19,0,0,https://fbref.com/en/players/42130443/Zack-Steffen
2020,Düsseldorf,Bundesliga,Kevin Stöger,AUT,MF,25,1993,14.1,969,848,121,75,2,128,53,24,33,7,13,3,597,164,208,765,154,31,10,5,777,3,20,15,21,https://fbref.com/en/players/e5649a78/Kevin-Stoger
2020,Düsseldorf,Bundesliga,Markus Suttner,AUT,"DF,MF",32,1987,14.9,830,694,136,19,1,99,42,50,18,3,11,4,408,158,264,613,72,31,99,3,603,5,25,11,33,https://fbref.com/en/players/7391c2d9/Markus-Suttner
2020,Düsseldorf,Bundesliga,Bernard Tekpetey,GHA,"FW,MF",21,1997,5,103,97,6,0,1,27,3,9,0,0,0,0,54,30,19,16,74,5,5,1,63,0,2,5,13,https://fbref.com/en/players/7bf8ad6c/Bernard-Tekpetey
2020,Düsseldorf,Bundesliga,Erik Thommy,GER,"DF,FW",24,1994,25.1,910,796,114,33,3,190,47,73,50,9,27,5,523,179,208,184,640,36,31,10,645,3,25,19,51,https://fbref.com/en/players/df8e7b62/Erik-Thommy
2020,Düsseldorf,Bundesliga,Jean Zimmer,GER,"DF,MF",25,1993,8,270,204,66,13,0,37,15,15,16,2,11,3,116,75,79,23,201,7,37,2,180,0,2,6,12,https://fbref.com/en/players/912e63b5/Jean-Zimmer
2020,Düsseldorf,Bundesliga,Matthias Zimmermann,GER,"DF,MF",27,1992,32.5,1667,1414,253,12,1,321,46,92,1,1,0,0,759,403,505,118,1163,110,240,9,1186,9,53,30,60,https://fbref.com/en/players/e199d5b0/Matthias-Zimmermann
2020,Eint Frankfurt,Bundesliga,David Abraham,ARG,DF,33,1986,18.8,896,843,53,23,0,136,33,5,0,0,0,0,580,134,182,111,673,48,30,6,742,1,20,16,8,https://fbref.com/en/players/565bf0da/David-Abraham
2020,Eint Frankfurt,Bundesliga,Timothy Chandler,USA,"DF,MF",29,1990,13.6,462,395,67,4,1,73,17,47,0,0,0,0,174,113,175,77,264,30,63,2,290,0,10,9,27,https://fbref.com/en/players/b3b7f5a6/Timothy-Chandler
2020,Eint Frankfurt,Bundesliga,Danny da Costa,GER,"DF,MF",26,1993,15.4,626,516,110,2,3,126,23,66,0,0,0,0,287,165,174,84,400,17,108,1,408,4,17,17,48,https://fbref.com/en/players/5ddb8f9f/Danny-da-Costa
2020,Eint Frankfurt,Bundesliga,Bas Dost,NED,FW,30,1989,16.4,461,447,14,0,2,155,5,1,0,0,0,0,148,141,172,43,235,68,0,8,273,1,3,8,18,https://fbref.com/en/players/dc90cfbe/Bas-Dost
2020,Eint Frankfurt,Bundesliga,Erik Durm,GER,DF,27,1992,5.7,245,197,48,1,0,57,5,14,1,1,0,0,112,57,76,42,140,13,46,0,156,1,7,5,16,https://fbref.com/en/players/cf623c78/Erik-Durm
2020,Eint Frankfurt,Bundesliga,Simon Falette,GUI,DF,27,1992,1,57,53,4,4,0,6,7,0,0,0,0,0,36,6,15,49,6,2,0,0,46,0,4,0,1,https://fbref.com/en/players/b82880c6/Simon-Falette
2020,Eint Frankfurt,Bundesliga,Gelson Fernandes,SUI,MF,32,1986,8.6,254,253,1,1,0,65,1,1,0,0,0,0,184,32,38,33,195,15,0,2,208,0,3,6,7,https://fbref.com/en/players/8e58987d/Gelson-Fernandes
2020,Eint Frankfurt,Bundesliga,Mijat Gaćinović,SRB,"MF,FW",24,1995,11.6,369,348,21,3,1,71,12,13,2,0,2,0,223,85,61,84,241,27,10,5,260,0,10,8,24,https://fbref.com/en/players/16daec92/Mijat-Gacinovic
2020,Eint Frankfurt,Bundesliga,Jonathan de Guzmán,NED,"MF,FW",31,1987,1,104,89,15,9,0,14,3,6,5,1,2,2,60,23,21,17,81,4,1,0,79,1,2,1,2,https://fbref.com/en/players/1bcca8b8/Jonathan-de-Guzman
2020,Eint Frankfurt,Bundesliga,Makoto Hasebe,JPN,"DF,MF",35,1984,21.9,1374,1278,96,87,2,232,40,1,0,0,0,0,960,177,237,272,1012,54,9,7,1210,6,16,8,21,https://fbref.com/en/players/9ab16552/Makoto-Hasebe
2020,Eint Frankfurt,Bundesliga,Martin Hinteregger,AUT,DF,26,1992,30.2,1651,1457,194,61,0,258,33,14,0,0,0,0,908,306,437,1126,250,102,133,7,1280,5,46,17,36,https://fbref.com/en/players/080440a4/Martin-Hinteregger
2020,Eint Frankfurt,Bundesliga,Stefan Ilsanker,AUT,"DF,MF",30,1989,9.3,540,517,23,14,2,67,15,2,1,0,0,0,340,86,114,53,430,25,8,5,436,0,2,4,14,https://fbref.com/en/players/8494acc4/Stefan-Ilsanker
2020,Eint Frankfurt,Bundesliga,Dejan Joveljić,SRB,FW,19,1999,1.7,28,27,1,0,0,6,1,1,0,0,0,0,11,12,5,3,19,4,0,1,22,0,1,2,1,https://fbref.com/en/players/95a24690/Dejan-Joveljic
2020,Eint Frankfurt,Bundesliga,Daichi Kamada,JPN,"MF,FW",22,1996,21.9,773,674,99,21,1,182,31,31,58,23,27,1,477,145,151,121,581,43,6,8,579,3,19,16,20,https://fbref.com/en/players/15b287da/Daichi-Kamada
2020,Eint Frankfurt,Bundesliga,Dominik Kohr,GER,MF,25,1994,16.1,787,768,19,13,2,155,13,13,4,1,2,0,521,153,113,122,595,49,1,3,634,1,15,8,18,https://fbref.com/en/players/0fbecd11/Dominik-Kohr
2020,Eint Frankfurt,Bundesliga,Filip Kostić,SRB,"DF,MF",26,1992,32.9,1613,1288,325,54,4,262,102,223,110,25,60,14,690,344,579,1189,185,55,161,3,965,8,46,46,122,https://fbref.com/en/players/b1cd37e6/Filip-Kostic
2020,Eint Frankfurt,Bundesliga,Obite N'Dicka,FRA,DF,19,1999,19.1,1057,922,135,16,0,192,12,9,0,0,0,0,667,183,207,759,115,39,119,4,872,2,21,14,28,https://fbref.com/en/players/441197b8/Obite-NDicka
2020,Eint Frankfurt,Bundesliga,Gonçalo Paciência,POR,FW,24,1994,14.3,316,294,22,0,2,109,9,17,0,0,0,0,162,95,59,66,196,17,8,7,202,1,8,5,27,https://fbref.com/en/players/962e54cb/Goncalo-Paciencia
2020,Eint Frankfurt,Bundesliga,Ante Rebić,CRO,FW,25,1993,1,18,17,1,0,0,5,0,1,0,0,0,0,10,6,2,2,15,0,0,1,9,0,0,1,5,https://fbref.com/en/players/536cebe5/Ante-Rebic
